_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,rating,what_is_the_rationale_for_your_choice,orig__golden,friendly,friendlyshow,id,orig,rating_gold,rating_gold_reason,uri
847148826,12/15/2015 03:43:26,False,1832464602,,12/15/2015 03:40:45,False,prodege,0.8333,3512264911078893249,USA,CA,San Diego,no_influence,no reason why a european country would have more or less traffic accidents,,EuropeanCountries,European countries,8,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanCountries,,,
847148826,12/15/2015 17:04:11,False,1832900297,,12/15/2015 16:57:54,False,neodev,0.8333,-841024081855474301,USA,CA,Los Angeles,no_influence,not influency,,EuropeanCountries,European countries,8,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanCountries,,,
847148826,12/15/2015 20:33:37,False,1833167887,,12/15/2015 20:32:23,False,neodev,1.0,-4598379022041590689,CAN,BC,Vancouver,no_influence,irrelevant,,EuropeanCountries,European countries,8,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanCountries,,,
847148826,12/15/2015 23:39:50,False,1833330421,,12/15/2015 23:38:34,False,instagc,0.8333,2277784276678441681,USA,WV,Martinsburg,no_influence,No influence on drivers,,EuropeanCountries,European countries,8,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanCountries,,,
847148826,12/16/2015 08:50:53,False,1833650600,,12/16/2015 08:50:15,False,clixsense,0.8333,-4913216405221838472,CAN,QC,Montréal,no_influence,,,EuropeanCountries,European countries,8,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanCountries,,,
847148827,12/15/2015 03:43:26,False,1832464598,,12/15/2015 03:40:45,False,prodege,0.8333,3512264911078893249,USA,CA,San Diego,no_influence,doesn't matter when a state was established,,StatesAndTerritoriesEstablishedIn1960,States and territories established In 1960,9,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1960,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1960
847148827,12/15/2015 17:04:11,False,1832900298,,12/15/2015 16:57:54,False,neodev,0.8333,-841024081855474301,USA,CA,Los Angeles,no_influence,not influency,,StatesAndTerritoriesEstablishedIn1960,States and territories established In 1960,9,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1960,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1960
847148827,12/15/2015 20:33:37,False,1833167882,,12/15/2015 20:32:23,False,neodev,1.0,-4598379022041590689,CAN,BC,Vancouver,no_influence,doesn't count,,StatesAndTerritoriesEstablishedIn1960,States and territories established In 1960,9,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1960,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1960
847148827,12/15/2015 23:39:50,False,1833330415,,12/15/2015 23:38:34,False,instagc,0.8333,2277784276678441681,USA,WV,Martinsburg,no_influence,No influence on actual drivers,,StatesAndTerritoriesEstablishedIn1960,States and territories established In 1960,9,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1960,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1960
847148827,12/16/2015 08:50:53,False,1833650602,,12/16/2015 08:50:15,False,clixsense,0.8333,-4913216405221838472,CAN,QC,Montréal,no_influence,,,StatesAndTerritoriesEstablishedIn1960,States and territories established In 1960,9,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1960,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1960
847148828,12/17/2015 15:32:31,False,1834680103,,12/17/2015 15:30:45,False,zoombucks,1.0,3106448081887507952,USA,IN,Fishers,no_influence,language has nothing to do with accidents,,MalayspeakingCountriesAndTerritories,Malayspeaking countries and territories,12,Dbpedia_URL_type_http://dbpedia.org/class/yago/Malay-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:Malay-speaking_countries_and_territories
847148828,12/18/2015 00:08:40,False,1835169457,,12/18/2015 00:07:25,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,No relevance,,MalayspeakingCountriesAndTerritories,Malayspeaking countries and territories,12,Dbpedia_URL_type_http://dbpedia.org/class/yago/Malay-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:Malay-speaking_countries_and_territories
847148828,12/18/2015 04:27:55,False,1835437125,,12/18/2015 04:25:01,False,prodege,0.8333,5828300319696084045,CAN,ON,North York,no_influence,"Language doesn't really matter, although the common sense of these people is probably significantly less",,MalayspeakingCountriesAndTerritories,Malayspeaking countries and territories,12,Dbpedia_URL_type_http://dbpedia.org/class/yago/Malay-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:Malay-speaking_countries_and_territories
847148828,12/18/2015 06:08:24,False,1835510491,,12/18/2015 06:05:30,False,clixsense,0.8333,-8352870515025580045,USA,MA,Boston,high_weak_influence,I would venture a guess here,,MalayspeakingCountriesAndTerritories,Malayspeaking countries and territories,12,Dbpedia_URL_type_http://dbpedia.org/class/yago/Malay-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:Malay-speaking_countries_and_territories
847148828,12/19/2015 13:37:45,False,1836529028,,12/19/2015 13:35:40,False,inboxpounds,1.0,-8171693150563976186,GBR,B7,Bristol,no_influence,Language has no bearing on road safety,,MalayspeakingCountriesAndTerritories,Malayspeaking countries and territories,12,Dbpedia_URL_type_http://dbpedia.org/class/yago/Malay-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:Malay-speaking_countries_and_territories
847148829,12/17/2015 15:32:31,False,1834680107,,12/17/2015 15:30:45,False,zoombucks,1.0,3106448081887507952,USA,IN,Fishers,no_influence,date established has nothing to do with accidents,,StatesAndTerritoriesEstablishedIn1962,States and territories established In 1962,14,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1962,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1962
847148829,12/18/2015 00:08:40,False,1835169469,,12/18/2015 00:07:25,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,No relevance,,StatesAndTerritoriesEstablishedIn1962,States and territories established In 1962,14,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1962,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1962
847148829,12/18/2015 04:27:55,False,1835437130,,12/18/2015 04:25:01,False,prodege,0.8333,5828300319696084045,CAN,ON,North York,no_influence,Doesn't matter,,StatesAndTerritoriesEstablishedIn1962,States and territories established In 1962,14,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1962,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1962
847148829,12/18/2015 06:08:24,False,1835510494,,12/18/2015 06:05:30,False,clixsense,0.8333,-8352870515025580045,USA,MA,Boston,no_influence,Were there any established then,,StatesAndTerritoriesEstablishedIn1962,States and territories established In 1962,14,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1962,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1962
847148829,12/19/2015 13:37:45,False,1836529029,,12/19/2015 13:35:40,False,inboxpounds,1.0,-8171693150563976186,GBR,B7,Bristol,no_influence,The year a state was registered  in has no bearing on traffic safety,,StatesAndTerritoriesEstablishedIn1962,States and territories established In 1962,14,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1962,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1962
847148830,12/16/2015 04:53:37,False,1833498088,,12/16/2015 04:44:13,False,prodege,0.8333,5061137115979871410,CAN,AB,Edmonton,no_influence,This would not have any influence on traffic.,,StatesAndTerritoriesEstablishedIn1963,States and territories established In 1963,15,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1963,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1963
847148830,12/16/2015 08:53:15,False,1833653670,,12/16/2015 08:51:51,False,eup_slw,0.8333,-207027250931399443,USA,CA,Visalia,no_influence,No influence towards traffics.,,StatesAndTerritoriesEstablishedIn1963,States and territories established In 1963,15,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1963,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1963
847148830,12/16/2015 13:09:26,False,1833793390,,12/16/2015 13:07:15,False,instagc,1.0,8762741513569883111,USA,NC,Raeford,Low (weak influence),that should not make a difference one way or another,,StatesAndTerritoriesEstablishedIn1963,States and territories established In 1963,15,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1963,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1963
847148830,12/16/2015 19:54:57,False,1833968633,,12/16/2015 19:51:08,False,prodege,0.8333,-3056871777800068867,GBR,Z1,Swansea,no_influence,THE AGE OF THE STATE HAS NO BEARING ON ACCIDENTS,,StatesAndTerritoriesEstablishedIn1963,States and territories established In 1963,15,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1963,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1963
847148830,12/17/2015 05:04:48,False,1834294996,,12/17/2015 04:59:21,False,tremorgames,0.8333,-413049930456539271,USA,CA,,no_influence,age of states dont contribute,,StatesAndTerritoriesEstablishedIn1963,States and territories established In 1963,15,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1963,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1963
847148831,12/17/2015 15:32:31,False,1834680106,,12/17/2015 15:30:45,False,zoombucks,1.0,3106448081887507952,USA,IN,Fishers,no_influence,date established has nothing to do with accidents,,StatesAndTerritoriesEstablishedIn1966,States and territories established In 1966,17,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1966,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1966
847148831,12/18/2015 00:08:40,False,1835169461,,12/18/2015 00:07:25,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,No relevance at all,,StatesAndTerritoriesEstablishedIn1966,States and territories established In 1966,17,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1966,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1966
847148831,12/18/2015 04:27:55,False,1835437141,,12/18/2015 04:25:01,False,prodege,0.8333,5828300319696084045,CAN,ON,North York,no_influence,Doesn't matter,,StatesAndTerritoriesEstablishedIn1966,States and territories established In 1966,17,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1966,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1966
847148831,12/18/2015 06:08:24,False,1835510492,,12/18/2015 06:05:30,False,clixsense,0.8333,-8352870515025580045,USA,MA,Boston,no_influence,I see no connection here,,StatesAndTerritoriesEstablishedIn1966,States and territories established In 1966,17,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1966,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1966
847148831,12/19/2015 13:37:45,False,1836529027,,12/19/2015 13:35:40,False,inboxpounds,1.0,-8171693150563976186,GBR,B7,Bristol,no_influence,The year a state was registered  in has no bearing on traffic safety,,StatesAndTerritoriesEstablishedIn1966,States and territories established In 1966,17,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1966,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1966
847148832,12/14/2015 16:30:04,False,1831698242,,12/14/2015 16:26:34,False,tremorgames,1.0,6789900352763363366,CAN,ON,Mississauga,no_influence,Too broad of a category to denote risk of accidents.,,MemberStatesOfTheCouncilOfEurope,Member states of the Council of Europe,25,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCouncilOfEurope,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Council_of_Europe
847148832,12/14/2015 17:05:13,False,1831738075,,12/14/2015 16:50:52,False,clixsense,1.0,-8608807635120794393,GBR,,,Low (weak influence),"I suspect European countries, in general, have better driver education, better maintained cars and greater obeyance of road traffic rules (though some exceptions do spring to mind) than many areas of the world, so I'd expect a lower incidence of traffic accidents in European regions compared to the ""world as a whole"".",,MemberStatesOfTheCouncilOfEurope,Member states of the Council of Europe,25,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCouncilOfEurope,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Council_of_Europe
847148832,12/14/2015 18:52:58,False,1831854194,,12/14/2015 18:51:27,False,cotter,1.0,1144460909596711058,USA,,,no_influence,This is to state a membership within a council.,,MemberStatesOfTheCouncilOfEurope,Member states of the Council of Europe,25,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCouncilOfEurope,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Council_of_Europe
847148832,12/14/2015 19:06:17,False,1831868714,,12/14/2015 19:05:51,False,neodev,0.8333,-7633972618443835903,USA,IA,West Bend,no_influence,,,MemberStatesOfTheCouncilOfEurope,Member states of the Council of Europe,25,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCouncilOfEurope,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Council_of_Europe
847148832,12/14/2015 19:24:38,False,1831882792,,12/14/2015 19:21:32,False,instagc,0.8333,-5459513379914687450,USA,TX,Kempner,no_influence,being a member state of europe does not affect driving skills,,MemberStatesOfTheCouncilOfEurope,Member states of the Council of Europe,25,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCouncilOfEurope,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Council_of_Europe
847148833,12/14/2015 16:30:04,False,1831698249,,12/14/2015 16:26:34,False,tremorgames,1.0,6789900352763363366,CAN,ON,Mississauga,no_influence,Little/nothing to do with traffic accidents.,,StatesAndTerritoriesEstablishedIn1956,States and territories established In 1956,28,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1956,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1956
847148833,12/14/2015 17:05:13,False,1831738072,,12/14/2015 16:50:52,False,clixsense,1.0,-8608807635120794393,GBR,,,no_influence,"It's such a vague group that's it's difficult to get any meaning from it. I suspect that, like all countries, some will have high and others low rates of traffic accidents, so the year that a country came into existence doesn't really have any influence on that country's traffic accident rate.",,StatesAndTerritoriesEstablishedIn1956,States and territories established In 1956,28,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1956,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1956
847148833,12/14/2015 18:52:58,False,1831854200,,12/14/2015 18:51:27,False,cotter,1.0,1144460909596711058,USA,,,no_influence,"This was about establishment, not traffic.",,StatesAndTerritoriesEstablishedIn1956,States and territories established In 1956,28,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1956,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1956
847148833,12/14/2015 19:06:17,False,1831868713,,12/14/2015 19:05:51,False,neodev,0.8333,-7633972618443835903,USA,IA,West Bend,no_influence,,,StatesAndTerritoriesEstablishedIn1956,States and territories established In 1956,28,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1956,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1956
847148833,12/14/2015 19:24:38,False,1831882796,,12/14/2015 19:21:32,False,instagc,0.8333,-5459513379914687450,USA,TX,Kempner,no_influence,thwhen your state was established doesnt affect driving skills,,StatesAndTerritoriesEstablishedIn1956,States and territories established In 1956,28,Dbpedia_URL_type_http://dbpedia.org/class/yago/StatesAndTerritoriesEstablishedIn1956,,,https://en.wikipedia.org/wiki/Category:States_and_territories_established_in_1956
847148834,12/17/2015 15:32:31,False,1834680105,,12/17/2015 15:30:45,False,zoombucks,1.0,3106448081887507952,USA,IN,Fishers,no_influence,language has nothing to do with accidents,,EnglishspeakingCountriesAndTerritories,Englishspeaking countries and territories,30,Dbpedia_URL_type_http://dbpedia.org/class/yago/English-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:English-speaking_countries_and_territories
847148834,12/18/2015 00:08:40,False,1835169464,,12/18/2015 00:07:25,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,No relevance,,EnglishspeakingCountriesAndTerritories,Englishspeaking countries and territories,30,Dbpedia_URL_type_http://dbpedia.org/class/yago/English-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:English-speaking_countries_and_territories
847148834,12/18/2015 04:27:55,False,1835437128,,12/18/2015 04:25:01,False,prodege,0.8333,5828300319696084045,CAN,ON,North York,no_influence,Language doesn't really have an affect on the rate of accidents (although one could argue that other cultures/languages tend to lack the common sense needed to drive),,EnglishspeakingCountriesAndTerritories,Englishspeaking countries and territories,30,Dbpedia_URL_type_http://dbpedia.org/class/yago/English-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:English-speaking_countries_and_territories
847148834,12/18/2015 06:08:24,False,1835510495,,12/18/2015 06:05:30,False,clixsense,0.8333,-8352870515025580045,USA,MA,Boston,no_influence,It would be jingoistic to say anything else,,EnglishspeakingCountriesAndTerritories,Englishspeaking countries and territories,30,Dbpedia_URL_type_http://dbpedia.org/class/yago/English-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:English-speaking_countries_and_territories
847148834,12/19/2015 13:37:45,False,1836529030,,12/19/2015 13:35:40,False,inboxpounds,1.0,-8171693150563976186,GBR,B7,Bristol,no_influence,Language has no bearing on the road safety,,EnglishspeakingCountriesAndTerritories,Englishspeaking countries and territories,30,Dbpedia_URL_type_http://dbpedia.org/class/yago/English-speakingCountriesAndTerritories,,,https://en.wikipedia.org/wiki/Category:English-speaking_countries_and_territories
847148835,12/14/2015 16:30:04,False,1831698250,,12/14/2015 16:26:34,False,tremorgames,1.0,6789900352763363366,CAN,ON,Mississauga,no_influence,Primary language has little/nothing to do with risk of traffic accidents.,,MemberStatesOfTheCommunityOfPortugueseLanguageCountries,Member states of the Community of Portuguese Language countries,33,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCommunityOfPortugueseLanguageCountries,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Community_of_Portuguese_Language_Countries
847148835,12/14/2015 17:05:13,False,1831738074,,12/14/2015 16:50:52,False,clixsense,1.0,-8608807635120794393,GBR,,,high_weak_influence,"I seem to recall Portugal having high traffic accident statistics (though I could be wrong) and traffic in their former colonies in South America and Africa, tends to be more reckless than in the ""first world"", so I would suspect higher traffic accidents as a result.",,MemberStatesOfTheCommunityOfPortugueseLanguageCountries,Member states of the Community of Portuguese Language countries,33,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCommunityOfPortugueseLanguageCountries,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Community_of_Portuguese_Language_Countries
847148835,12/14/2015 18:52:58,False,1831854191,,12/14/2015 18:51:27,False,cotter,1.0,1144460909596711058,USA,,,no_influence,This isn't traffic related at all.,,MemberStatesOfTheCommunityOfPortugueseLanguageCountries,Member states of the Community of Portuguese Language countries,33,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCommunityOfPortugueseLanguageCountries,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Community_of_Portuguese_Language_Countries
847148835,12/14/2015 19:06:17,False,1831868730,,12/14/2015 19:05:51,False,neodev,0.8333,-7633972618443835903,USA,IA,West Bend,no_influence,,,MemberStatesOfTheCommunityOfPortugueseLanguageCountries,Member states of the Community of Portuguese Language countries,33,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCommunityOfPortugueseLanguageCountries,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Community_of_Portuguese_Language_Countries
847148835,12/14/2015 19:24:38,False,1831882789,,12/14/2015 19:21:32,False,instagc,0.8333,-5459513379914687450,USA,TX,Kempner,no_influence,language has no affect on driving skills,,MemberStatesOfTheCommunityOfPortugueseLanguageCountries,Member states of the Community of Portuguese Language countries,33,Dbpedia_URL_type_http://dbpedia.org/class/yago/MemberStatesOfTheCommunityOfPortugueseLanguageCountries,,,https://en.wikipedia.org/wiki/Category:Member_states_of_the_Community_of_Portuguese_Language_Countries
847148836,12/16/2015 04:53:37,False,1833498078,,12/16/2015 04:44:13,False,prodege,0.8333,5061137115979871410,CAN,AB,Edmonton,high_weak_influence,developing country member states.,,Developing8CountriesMemberStates,Developing 8 countries Member states,35,Dbpedia_URL_type_http://dbpedia.org/class/yago/Developing8CountriesMemberStates,,,https://en.wikipedia.org/wiki/Category:Developing_8_Countries_member_states
847148836,12/16/2015 08:53:15,False,1833653672,,12/16/2015 08:51:51,False,eup_slw,0.8333,-207027250931399443,USA,CA,Visalia,no_influence,No influence towards traffics.,,Developing8CountriesMemberStates,Developing 8 countries Member states,35,Dbpedia_URL_type_http://dbpedia.org/class/yago/Developing8CountriesMemberStates,,,https://en.wikipedia.org/wiki/Category:Developing_8_Countries_member_states
847148836,12/16/2015 13:09:26,False,1833793391,,12/16/2015 13:07:15,False,instagc,1.0,8762741513569883111,USA,NC,Raeford,Low (weak influence),those countries are not on the top of the list of countries with issues,,Developing8CountriesMemberStates,Developing 8 countries Member states,35,Dbpedia_URL_type_http://dbpedia.org/class/yago/Developing8CountriesMemberStates,,,https://en.wikipedia.org/wiki/Category:Developing_8_Countries_member_states
847148836,12/16/2015 19:54:57,False,1833968630,,12/16/2015 19:51:08,False,prodege,0.8333,-3056871777800068867,GBR,Z1,Swansea,high_weak_influence,DEVELOPING COUNTRIES WOULD HAVE OLDER TRANSPORT WHICH IS NOT AS SAFE,,Developing8CountriesMemberStates,Developing 8 countries Member states,35,Dbpedia_URL_type_http://dbpedia.org/class/yago/Developing8CountriesMemberStates,,,https://en.wikipedia.org/wiki/Category:Developing_8_Countries_member_states
847148836,12/17/2015 05:04:48,False,1834294994,,12/17/2015 04:59:21,False,tremorgames,0.8333,-413049930456539271,USA,CA,,no_influence,i cant see any motive to means a righ risk,,Developing8CountriesMemberStates,Developing 8 countries Member states,35,Dbpedia_URL_type_http://dbpedia.org/class/yago/Developing8CountriesMemberStates,,,https://en.wikipedia.org/wiki/Category:Developing_8_Countries_member_states
847148837,12/14/2015 19:29:29,False,1831886018,,12/14/2015 19:27:16,False,neodev,0.8333,164728475736616226,USA,FL,Naples,high_strong_influence,develop countries,,EuropeanUnionMemberEconomies,European Union Member Economies,36,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanUnionMemberEconomies,,,https://en.wikipedia.org/wiki/Category:European_Union_member_economies
847148837,12/14/2015 20:00:40,False,1831911482,,12/14/2015 19:58:11,False,neodev,1.0,-949082921944877288,USA,FL,Naples,high_weak_influence,There are a lot of countries with higways and muche people driving,,EuropeanUnionMemberEconomies,European Union Member Economies,36,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanUnionMemberEconomies,,,https://en.wikipedia.org/wiki/Category:European_Union_member_economies
847148837,12/14/2015 23:30:30,False,1832327716,,12/14/2015 23:30:04,False,neodev,0.8333,-4709393052909220677,CAN,BC,Surrey,no_influence,,,EuropeanUnionMemberEconomies,European Union Member Economies,36,Dbpedia_URL_type_http://dbpedia.org/class/yago/EuropeanUnionMemberEconomies,,,https://en.wikipedia.org/wiki/Category:European_Union_member_economies
