_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,x,y
866785137,1/25/2016 16:58:56,1866625128,1/25/2016 16:58:01,False,neodev,0.7143,8583702320250457467,GBR,I7,Newcastle Upon Tyne,she is concerned with social and discrimination issues,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 16:59:18,1866625222,1/25/2016 16:56:41,False,tremorgames,0.7143,-8864163673265642617,USA,NC,Burlington,She does have the background to be both at once,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 16:59:46,1866625453,1/25/2016 16:55:58,False,prodege,0.7143,6912017469818529143,USA,IL,Vernon Hills,"Based on her activism in school, it is highly likely that Jenny is active in the feminist movement. We can guess this because she was deeply concerned with issues of discrimination and social justice, which would either directly involve or relate to feminism. We actually have nothing based on her description to gauge the likelihood of her becoming a bank teller, but as that is in both choices we can assume that that is already true.  There is no information given or known that working as a teller would preclude activity in the feminist movement. Thus, we can extrapolate that the more likely statement is that she is both a bank teller and active in the feminist movement.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:00:58,1866625918,1/25/2016 16:45:44,False,clixsense,0.2857,-8608807635120794393,GBR,,,"How to explain this without just saying ""probability theory"". OK, if Jenny is not a bank teller than both statements are plain wrong (ie. equally probable). If Jenny is a bank teller then (1) is a certainty and (2) may or may not be true, ie. the probability of Jenny being a bank teller is higher than (or equal to, as we only have one Jenny) Jenny being a feminist bank teller. Adding the extra condition simply reduces the probability of Rule 2 being true.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 17:04:44,1866627245,1/25/2016 17:02:55,False,instagc,0.3333,2212769235855409869,GBR,L2,Rochdale,"It says she did those things as a student, not that she still does those things. I would also say that protesting in anti-nuclear demonstrations is entirely a different subject than feminism.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 17:07:11,1866628571,1/25/2016 17:05:39,False,zoombucks,0.6471,-6645301789682197859,CAN,ON,Markham,this one is more about discrimination,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:10:03,1866630065,1/25/2016 17:06:18,False,elite,0.3333,2600444446663908707,CAN,ON,Sudbury,"This option has the least amount of characteristics which increases its likelihood.  And although she does have political beliefs and is active in advocacy, none of her previous advocacy has anything to do with gender, so there's no reason to think she is involved in the feminist movement.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 17:13:04,1866631987,1/25/2016 17:12:21,False,instagc,0.6842,-6822381399734128004,USA,WI,Rhinelander,,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:16:11,1866633852,1/25/2016 17:12:49,False,neodev,0.7,8027419773079458146,GBR,C6,Saint Austell,Because she has issues with discrimination that could mean female discrimination that's why i gave my answer.....but the probability of me being correct in life is very small just i am given two choices here.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:19:58,1866635599,1/25/2016 17:18:35,False,neodev,0.6818,8579521364732413363,USA,MI,Commerce Township,The description that was given of jenny fits a feminist activist.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:21:04,1866636133,1/25/2016 17:20:24,False,neodev,0.6818,-7736682087801251006,GBR,H9,London,probably true,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:22:27,1866636672,1/25/2016 17:22:16,False,prodege,0.3182,7283158387561773960,CAN,NB,Fredericton,First one.,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 17:32:35,1866641001,1/25/2016 17:31:16,False,prodege,0.7083,3512264911078893249,USA,CA,San Diego,She is very concerned with social justice so I'm pretty sure she'd be active in feminism for equality.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:36:20,1866642333,1/25/2016 17:26:47,False,neodev,0.72,870502898390273446,USA,CA,San Jose,"For being such a brilliant, analytical person and for being so concerned about the discrimination Jenny meets with the profile more teller and active in the feminist movement. It is a fact that women suffer much añlgo discriminacionm Jenny surely not willing to tolerate.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:38:03,1866642929,1/25/2016 17:36:29,False,instagc,0.72,-2896527793095509241,USA,MN,Minneapolis,"Jenny was a liberal arts major, and was/is deeply concerned with social justice.  Odds are fairly good that she'd identify with and is active in feminism.  Good for Jenny, though I'm not sure why she' s a bank teller ...",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:48:31,1866646759,1/25/2016 17:47:31,False,clixsense,0.7037,-4341525267698979138,CAN,QC,Montréal,"Jenny has an interest in social justice, so would likely be active for a cause.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 17:52:53,1866648363,1/25/2016 17:52:23,False,instagc,0.2963,2707903686412839797,USA,IL,Carlyle,more tellers than tellers who are feminists,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:03:55,1866653970,1/25/2016 18:00:23,False,clixsense,0.6774,8695662299295972963,GBR,I3,Rochester,,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:04:29,1866654249,1/25/2016 18:03:40,False,instagc,0.3226,1053705535979530416,USA,IL,Carlyle,it is easier to find a person that is onw and not a person that is boty,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:06:11,1866655072,1/25/2016 18:02:19,False,eup_slw,0.3438,5675222499983782940,GBR,D2,Derby,"The passage does not indicate that Jenny has any interests or skills that would point her towards being a bank teller, but statement two asks is it probably that jenny is a bank teller AND active in the feminist movement. The combined likelihood of both parts of the statement mean it is less likely to be true. So the first is more probable.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:07:11,1866655439,1/25/2016 17:57:03,False,neodev,0.6563,-4598379022041590689,CAN,BC,Vancouver,It is  likely that she is involved with various social movements.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:11:46,1866656933,1/25/2016 17:15:08,False,neodev,0.3438,-8733982938644719358,CAN,ON,Markham,,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:19:03,1866659186,1/25/2016 18:17:23,False,instagc,0.3429,7512890038350688891,CAN,ON,Wingham,Jenny being a bank teller is more probable because it is a very common profession. Having that profession and being a active feminist is less likely.,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:19:31,1866659312,1/25/2016 18:17:25,False,bitcoinget,0.6571,3394963570002102124,USA,WA,Port Angeles,My rationale is based on the fact that she is deeply concerned with issues of discrimination. Many women have been historically discriminated against and it's still happening.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:25:33,1866661252,1/25/2016 18:23:59,False,instagc,0.6571,-8839188951342932425,GBR,D2,Derby,"Due to Jenny's previous views on social discrimination and her previous participation in demonstrations for causes she believes in, I think it's probable that she is an active feminist.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:36:12,1866665875,1/25/2016 18:34:13,False,clixsense,0.6667,-5052343630977245211,CAN,,,Jane is intelligent which would help her in being a bank teller  but she is an activist.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:44:43,1866668877,1/25/2016 18:44:09,False,prodege,0.3333,2166965449961366650,CAN,ON,Kitchener,I've seen more bank tellers than people active in feminist movements,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:49:22,1866671154,1/25/2016 18:46:10,False,clixsense,0.6889,8874785136662520607,GBR,Q5,York,If Jenny had a strong interest in this issues when she was studying then it makes sense that should would continue to have these interests later in life.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:52:46,1866672828,1/25/2016 18:51:25,False,neodev,0.6809,4007929488489228996,GBR,C9,Workington,Jenny was interested in social issues and injustices at university therefore it is likely that she would continue to be interested in such issues once she started her working career.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:53:09,1866672954,1/25/2016 18:51:43,False,elite,0.6809,-253534005572811879,USA,NY,Rochester,,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:53:24,1866673088,1/25/2016 18:50:41,False,clixsense,0.6809,-366194415884623934,USA,NY,Fort Plain,"Jenny was concerned with the issues of discrimination and social justice while she was a student, so I think she would be active in the feminist movement.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:54:20,1866673632,1/25/2016 18:53:21,False,neodev,0.3191,479388895105473535,GBR,K8,Ilford,"If the second is true, then so is the first, but not vice versa, so the first is more probable.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 18:58:38,1866675979,1/25/2016 18:55:01,False,neodev,0.6875,8659012866109279406,USA,CA,,"I think Jenni is a very active woman, and women apart is na rights activist",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 18:59:53,1866676616,1/25/2016 18:58:16,False,clixsense,0.6875,1985502924821489080,USA,FL,Naples,She participated in an anti-nuclear demonstration in the past,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:00:16,1866676796,1/25/2016 18:59:43,False,elite,0.6875,-1253538005562811791,USA,NY,Rochester,,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:03:15,1866678026,1/25/2016 18:59:58,False,instagc,0.3269,-203679121474249812,USA,MI,Battle Creek,"Even though Jenny is t she is concerned with discrimination and social issues and also participated in anti-nuclear demonstrations , she doesn't necessarily demonstrate in feminine demonstrations.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 19:04:04,1866678325,1/25/2016 19:03:04,False,clixsense,0.6731,-8002337551898357143,GBR,H3,Leeds,The description of her states that she is deeply concerned with issues of discrimination,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:06:19,1866679294,1/25/2016 19:05:59,False,elite,0.6792,-1253534005569811861,USA,NY,Rochester,,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:11:41,1866681572,1/25/2016 19:07:27,False,eup_slw,0.3333,5864164442096801788,CAN,QC,Beaconsfield,"option 2 is option 1 'and' another condition, unless the 2nd condition is a certainty (100%) the combination must have lower probablity than option 1.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 19:12:02,1866681736,1/25/2016 19:11:18,False,vivatic,0.6667,-7978138593811725102,GBR,F2,Farnborough,because she was deeply concerned with things such as discrimination and social justice,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:13:07,1866682116,1/25/2016 19:08:52,False,prodege,0.6667,-5401619852332551602,CAN,AB,Saint Albert,"Considering the fact that she is outspoken and has been deeply concerned with issues of discrimination and social justice in the past, it is quite possible that she would be active in the feminist movement. Also, she is a single, working  woman which suggests she might be more likely to be involved in such a movement compared to a woman who is married, with children and staying home with them.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:13:41,1866682338,1/25/2016 19:07:56,False,prizerebel,0.3333,7929599917563070386,USA,GA,Savannah,"While she might still be concerned with issues about discrimination and social justice, it doesn't specify what about. Feminism tends to be more about gender equality, as opposed to racial equality or class equality (though feminists tend to also be concerned about it! It's just not on the forefront), and since the description doesn't specify, I don't want to assume it's automatically gender related issues she was concerned with. 
It's also been, what, ten years since she participated in demonstrations (that were also not even related to discrimination or social justice!).  As a woman who was/is familiar with discrimination and social justice at all, I don't doubt that Jenny is a feminist, but I don't believe she's active in the movement, if we're defining ""active in the feminist movement"" to mean going to rallies, speaking up about it, sharing it on social media all the time, etc.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 19:17:39,1866683764,1/25/2016 19:14:01,False,clixsense,0.6667,3008822455502353929,GBR,G6,Hull,Her predisposition to issues regarding social justice and equality in society suggests she is more likely to be involved in issues around women's rights than ignore such issues that relate directly to her gender.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:23:15,1866685282,1/25/2016 19:22:53,False,prodege,0.3214,2613746908746967366,CAN,ON,Windsor,not all women are active feminists.,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 19:30:15,1866687994,1/25/2016 19:29:53,False,elite,0.6842,9196929273457636777,USA,NY,Rochester,,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:31:55,1866688699,1/25/2016 19:26:07,False,prodege,0.6842,-3056871777800068867,GBR,Z1,Swansea,"I THINK JENNY WOULD CONTINUE TO FEEL STRONGLY ABOUT DISCRIMINATION AND SOCIAL JUSTICE
SHE IS OUTSPOKEN AND BRIGHT SO IS LIKELY TO SUPPORT THE FEMINIST MOVEMENT TO CUT DOWN SEX DISCRIMINATION  ...SHE APPEARS TO BE INDEPENDENT",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:41:42,1866693639,1/25/2016 19:40:10,False,neodev,0.6949,3342712734981248718,USA,OH,Columbus,"There is no rationale for her to be a bank teller but I had to choose that.  The fact that she is outspoken and that she studied philosophy along with the fact that she is concerned about issues of social justice, I believe it is likely that she is involved in the feminist movement.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:48:23,1866696576,1/25/2016 19:46:33,False,prodege,0.7,-8052759715951266120,CAN,SK,Regina,"Obviously she's a bank teller, although it doesn't state that in the description. I'm guessing she would more than likely be active in the feminist movement because she is concerned about discrimination and has participated in a demonstration before.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:49:47,1866697068,1/25/2016 19:46:54,False,clixsense,0.7,-354809268194166564,USA,NJ,Moorestown,"EVERYTHING YOU SAID ABOVE----Jenny is 32 years old,"""""" single, outspoken, and very bright. She majored in philosophy. As a student, she was""""""""deeply concerned with issues of discrimination and social justice"""""""", and also participated in anti-nuclear demonstrations""""""""

Sorry i could not have put it any better",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 19:54:57,1866698924,1/25/2016 19:49:41,False,neodev,0.7097,6433155241374135946,USA,OH,Lakewood,I think feminist movement would fit into her concerns about discrimination and social injustice.  I'm not sure why it is probable that she is a bank teller. Bank teller doesn't fir her profile,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:07:48,1866708738,1/25/2016 20:01:33,False,neodev,0.7015,2279994304444925914,GBR,H8,Liverpool,It seems logical that Jenny's enthusiasm against issues like discrimination and social injustice as a student remains with her for life.  As a 32 year old she would probably continue feel the same way and therefore she is likely to be active in the feminist movement.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:07:53,1866708852,1/25/2016 20:04:34,False,prodege,0.7015,-5456654631292321969,GBR,G1,Hounslow,Jenny was concerned with discrimination and social justice which are a major part of feminism,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:19:12,1866721739,1/25/2016 20:16:59,False,prodege,0.3,7529858633040790800,USA,MI,Royal Oak,"Although the sentence does say she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations. It is not specific as to what discrimination or social justice. I believe it was more t do with race not sex as she also also participated in anti-nuclear demonstrations. This indicated to me she is more anti war.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 20:20:13,1866722978,1/25/2016 20:19:12,False,prodege,0.7,-1479647977169064010,USA,CA,San Diego,She is outspoken so she must be very active in the feminist movement since it is a social activity.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:22:46,1866726006,1/25/2016 20:17:28,False,tremorgames,0.6901,4809832915534576954,USA,MI,Wyandotte,The description says she participated in demonstrations so she was obviously part of a movement,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:23:18,1866726550,1/25/2016 20:21:07,False,instagc,0.6901,3113906397338179080,CAN,ON,Kitchener,"I don't really like either option because I can't see her as being a bank teller if she's a very loud person. However, I chose this option because this is the only one that supports her passion for anti-discrimination and social justice. It also suits her philosophy major, but being a bank teller does not.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:26:21,1866729752,1/25/2016 20:25:14,False,neodev,0.3099,-2453757313751916679,CAN,AB,Calgary,For number 1 is only one condition compared to 2 which will always have the higher probability.,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 20:31:09,1866735541,1/25/2016 20:28:08,False,neodev,0.6986,226238123973070221,USA,CT,West Haven,because she is concerned over social justice and also participated in several public movements.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:32:59,1866737291,1/25/2016 20:26:31,False,cotter,0.6986,-433665169000051698,USA,AL,Talladega,"Nothing indicates that Jenny is a bank teller from what I read of her.  There is no option for me to chose that leaves out this probability.  But, since she was concerned with social injustice as a student, and is now known to be outspoken and is single, I can believe that Jenny is active in the feminist movement.  This option is the closest to my perception of who/what Jenny is.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:45:02,1866749838,1/25/2016 20:41:55,False,instagc,0.3014,2117041308188752762,USA,MA,Brookline,"As  a bank teller, Jenny wants to be seen as a competent employee and not draw any possible attention to what she does in her private time. She does not need to be a member of any movement and can still hold her personal beliefs and succeed in her career.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 20:45:49,1866750325,1/25/2016 20:36:39,False,elite,0.3014,2354401469487148567,GBR,H2,Lancaster,"In both options Jenny is a bank teller, on this basis both options are equally probable.
In option 2 Jenny is also active in the feminist movement - so the likleyhood of option 2 is dependent on Jenny carrying out two activities.
In option 1 Jenny is just stated as being a bank teller - so the likleyhood of option i is dependent on Jenny carrying out just one activity - so making option 1 more likely",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 20:48:24,1866752807,1/25/2016 20:38:46,False,neodev,0.6986,8862162294109605421,CAN,BC,Port Coquitlam,"Many women who are involved in anti war movements and/or social injustice are also involved in the feminist movement.
When it is looked at closely they really are quite similar and related in many ways.
The feminist movement began with one of their main mandates being to fight discrimination and social injustice against women in the home and in the workplace. As a general rule if someone is against discrimination or injustice in one area they will be involved in all areas they are close to or aware of.
I believe the feminist movement is simply an extension of  the path she began to follow in her school years.

If she isnt a teller AND an active feminist what a waste that would be.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 20:48:47,1866753333,1/25/2016 20:45:25,False,elite,0.6986,7095246840706732320,GBR,K7,Reading,"Jenny has already demonstrated that she is very concerned about social justice and welfare, due to her interest in philosophy (which involves discussing life philosophies and requires very deep thinking) and anti-nuclear demonstrations. Therefore it seems more likely that in her adulthood she would continue to have at least some of her activist nature, and would spend some time being involved in the feminist movement, rather than being content with just being a banker.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:01:28,1866766513,1/25/2016 20:50:52,False,clixsense,0.7067,-4734210869438859942,CAN,BC,Hope,I chose the second option because of Jenny's concern with  discrimination and social justice. I highly doubt this ended after she finished her studies..and that she did carry these concerns into her adult years. The feminist movement addresses a number of injustices that women in our society still endure. Jenny strikes me as a very strong and vocal individual and not afraid to fight for what she believes in. I can see her being very active in this movement.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:08:30,1866774696,1/25/2016 21:07:03,False,neodev,0.7105,164728475736616226,USA,FL,Naples,she seems like she support feminist movement,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:12:20,1866783107,1/25/2016 21:10:15,False,neodev,0.7105,7290600646997414557,GBR,G6,Hull,"She is concerned with issues of discrimination etc. Therefore, she would naturally be a feminist, assuming feminism is about equality etc. I can't really see Jenny being a bank teller though!",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:37:12,1866805764,1/25/2016 21:34:25,False,bitcoinget,0.2949,-2448639170415016578,USA,CA,San Francisco,feminists usually major in liberal arts and don't work at banks.,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 21:43:41,1866809470,1/25/2016 21:41:54,False,memolink,0.7089,-8915666879155764460,USA,NY,Ridgewood,"jenny is concerned about discrimination and social justice issues, so she would most likely be an active feminist.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:47:55,1866811585,1/25/2016 21:43:34,False,prodege,0.7125,3193267944673708648,USA,IL,Naperville,"Jenny sounds like the type of person who would be active in the feminist movement since she is still single and on her own, and thus, independant.  The fact that she has participated in demonstrations in the pasts shows her dedication to causes she feels strongly about.  As a single woman, she is likely to care about woman's rights.",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:53:29,1866814486,1/25/2016 21:51:24,False,elite,0.716,2041073449727938773,GBR,H9,London,for his concern for others,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 21:56:30,1866815905,1/25/2016 21:54:03,False,neodev,0.716,-5814389342339053482,USA,CA,San Jose,more likely it since Jenny is worried about the social causes,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 22:05:34,1866820275,1/25/2016 22:04:27,False,neodev,0.7143,7290587646983414611,GBR,B8,Bromley,Her concerns as a student make it seem very likely she would be active in the feminist movement when she was older.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 22:07:53,1866821264,1/25/2016 22:06:38,False,neodev,0.2857,-2663778100105440596,USA,MS,Madison,Not all bank tellers are feminists. Feminists generally might be into other occupations such as rallies and conservative news groups instead of being bank tellers.,jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 22:10:01,1866822167,1/25/2016 22:06:43,False,prodege,0.7176,1666032582781396780,GBR,K7,Reading,She is deeply concerned with issues of discrimination so i think she probably will be involved in feminist movement too.,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 22:14:13,1866824161,1/25/2016 22:13:54,False,neodev,0.7176,-2003155980228251734,USA,CA,San Jose,more likely it since Jenny is worried about the social causes,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 22:29:59,1866832691,1/25/2016 22:26:21,False,clixsense,0.7209,-5437855010395219391,GBR,A3,Barnsley,"Single at 32, too clever for the most men, must be proactive somewhere ..",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 22:47:00,1866843301,1/25/2016 22:44:39,False,neodev,0.7079,-3022578774002255132,GBR,G6,Hull,she is concerned with discrmination and social justice and this will always stay with you despite your age,jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
866785137,1/25/2016 22:49:19,1866844938,1/25/2016 22:48:20,False,prodege,0.2921,-9014799920825735705,CAN,AB,Calgary,"It is more likely that Jenny is just a bank teller, as her being active in the feminist movement is more specific.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 22:55:52,1866849040,1/25/2016 22:52:35,False,prodege,0.2921,-7386682419702544342,CAN,ON,North York,"While Jenny is concerned with issues of social justice, her interests appear to lie within nuclear and environmental issues rather than gender equality. While she may call herself a feminist, I don't imagine her to be particularly active or contribute in any worthwhile way to reaching gender equality.",jenny_is_a_bank_teller,,,z,s
866785137,1/25/2016 23:12:30,1866859018,1/25/2016 23:11:00,False,neodev,0.7111,-2104308781455984169,CAN,ON,Sudbury,"Well no matter what, she needs to be a bank teller because both options has her as that. From how active she is in fighting social issues, it's not a stretch that she would also be active in the feminist movement",jenny_is_a_bank_teller_and_is_active_in_the_feminist_movement,,,z,s
