_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,x,y
874973377,2/4/2016 14:11:53,1880832515,2/4/2016 13:28:16,False,neodev,0.7407,-7319286520999612919,GBR,M3,Bridgwater,"Jenny is a very active person, she cares about the problems of humanity.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 14:12:33,1880833011,2/4/2016 14:10:56,False,eup_slw,0.75,-5708767041272742155,GBR,H9,London,Jenny has participated in anti-nuclear demonstrations.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 14:26:36,1880844133,2/4/2016 14:24:36,False,bitcoinget,0.7586,3394963570002102124,USA,WA,Port Angeles,There are only two choices and the first is obviously true if it's offered in both options as the only choice.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 14:28:18,1880845718,2/4/2016 14:27:49,False,instagc,0.7667,8576348281375564787,GBR,A7,Birmingham,says nothing about feminist,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 14:29:33,1880846782,2/4/2016 14:27:35,False,neodev,0.2581,5118523693299231589,GBR,,,that Jenni is a smart girl.,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 14:42:04,1880857091,2/4/2016 14:34:41,False,elite,0.75,-8401102784237237335,USA,CO,Denver,"many years are behind the problems of discrimination, jenny with his intelligence and it was a brilliant student and philosopher thought very different from others because it did not like discrimination by people of color, it is also why he has participated in protests and demonstrations",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 15:00:08,1880869670,2/4/2016 14:59:34,False,tremorgames,0.2727,-8864163673265642617,USA,NC,Burlington,it is logical that she could be both of these things,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 15:04:20,1880872086,2/4/2016 15:01:49,False,zoombucks,0.2941,-2963045104639945668,CAN,ON,North Bay,"Although Jenny is not part of the feminist movement, she is outspoken and not afraid to speak out on issues that affect others and probably her too.",jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 15:07:10,1880874048,2/4/2016 15:06:18,False,instagc,0.7143,-2896527793095509241,USA,MN,Minneapolis,jenny seems like she's pretty progressive.    she's probably involved in the feminist movement.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 15:07:46,1880874484,2/4/2016 15:00:13,False,prodege,0.7222,-3820800174781905012,CAN,ON,Toronto,"Because Jessica is an outspoken individual, she would be more likely to be involved in any type of movement. Jessica was involved with anti-discrimination and social justice, so I would find it much more likely to be active in the feminist movement. If she is a bank teller, I would assume that since the finance and banking industry has traditionally been more male-dominant, she may be more inclined to be involved with any movement, including a feminist movement. With all of the information gathered, it would make more sense that she is a bank teller AND active in the feminist movement, rather than just a bank teller. However, since I wasn't given that option, I opted to assume Jessica being a bank teller is the more probable situation of the two.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 15:11:05,1880876605,2/4/2016 15:09:57,False,elite,0.7222,-12587843024118650,GBR,B3,Bracknell,Her profile would lead to thinking she could be interested in politics.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 15:36:03,1880892641,2/4/2016 15:33:52,False,points2shop,0.7368,5597302616078027396,GBR,I4,Mitcham,Her past involvement with discrimination and demonstrations suggests that she may now be involved in the feminist movement more likely than not.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 15:47:18,1880900642,2/4/2016 15:46:14,False,neodev,0.7436,7290587646983414611,GBR,H9,London,Jenny is deeply concerned about discrimination which leads me to believe that she would be more likely than not to be involved with the feminist movement.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 15:52:33,1880904207,2/4/2016 15:50:45,False,instagc,0.75,-3642902900544058346,USA,IL,Sycamore,Jenny is a bank teller is a statement about her career.  Not being active in the feminist movement does not explain why she would feel that way about herself.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 16:25:53,1880923129,2/4/2016 16:20:12,False,clixsense,0.75,-5052343630977245211,CAN,,,I would Jenny is a bank teller and active in a feminist movement or some other type of demonstrations. She is intelligent and concerned about social issues and discrimination so I would assume that she would be active in some sort of social movement involved in fighting for the rights of minority groups.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 16:28:03,1880924261,2/4/2016 16:25:23,False,neodev,0.2619,-6751054774272578401,USA,VA,Manassas,Sha may be a bank teller but not involved in the feminist movement because she does not have time.,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 16:28:34,1880924561,2/4/2016 16:20:38,False,clixsense,0.7442,-6052321630731244693,USA,GA,Dahlonega,"issues of discrimination and social            with this I do not have proof that Jenny does not follow other ideals, however there is a chance because she does not shy away form it.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 16:54:49,1880940329,2/4/2016 16:41:17,False,neodev,0.75,-2453757313751916679,CAN,AB,Calgary,1. is easier to be true. One condition is always easier to fulfill than multiple conditions.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 17:05:05,1880945761,2/4/2016 17:03:50,False,vivatic,0.7556,-7978138593811725102,GBR,F2,Farnborough,"because saying shes not active in the movement doesn't make sense when you describe her participation in things, her issues and concerns, therefore, just saying she is a bank teller makes more sense.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 17:13:32,1880950893,2/4/2016 17:11:58,False,prodege,0.766,-4546815328718945546,CAN,NS,Baddeck,Because she IS interested in the feminist movement.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 17:15:44,1880952077,2/4/2016 17:14:24,False,instagc,0.766,2212769235855409869,GBR,K1,Oldham,People change a lot as they age. She may or may not still be involved. The only certain part of that is her career as it's mentioned in both statements.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 17:33:52,1880962335,2/4/2016 17:29:22,False,neodev,0.7708,-7161851155458598400,GBR,I3,Rochester,Jenny was an active person in social issues.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 17:49:26,1880973314,2/4/2016 17:48:01,False,clixsense,0.2449,8874785136662520607,GBR,E4,Billericay,"As jenny has always had a strong interest in discrimination, there is a strong chance that she would have continued to do so",jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 17:59:20,1880984262,2/4/2016 17:53:17,False,clixsense,0.26,-3533280257887827300,GBR,N7,Woking,It is likely that she is a feminist as a student she was concerned about discrimination and has participated in demonstrations before.,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 18:05:28,1880992277,2/4/2016 18:04:10,False,instagc,0.7451,-8839188951342932425,GBR,H9,London,"Jenny has a background which suggests that she is a social activist, and is concerned with discrimination - I would therefore expect her to be active in the feminist movement.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 18:22:19,1881009009,2/4/2016 18:19:48,False,prodege,0.2692,-657872964310284211,GBR,L9,Sheffield,"The statement about her makes it more probably than not that as a bright, outspoken person who is concerned with social injustice that she would be a feminist. However, as the number of choices is extremely limited I wouldn't be confident in my answer either way.",jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 18:46:34,1881042235,2/4/2016 18:30:35,False,neodev,0.283,-2855450446281166865,USA,NY,New York,"I think a person who is studied in philosophy are people that are not part of movements, normally are more quiet people.",jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 19:14:17,1881069722,2/4/2016 19:11:22,False,neodev,0.7273,5347388253252990460,CAN,QC,Montréal,Jenny watched while his way to help is from work that way she does justice she considers appropriate,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 19:14:41,1881070038,2/4/2016 19:12:15,False,gifthunterclub,0.7273,-2381842175304299208,GBR,G5,Canterbury,Jenny us concerned with discrimination and social justice. Her employment would not have any bearing on this however as a female with the mentioned interests I would consider her more rather than less likely to be a member of the feminist movement,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 19:54:02,1881106963,2/4/2016 19:49:07,False,clixsense,0.7321,6856490417230718490,CAN,ON,Ottawa,"From the description, it appears that Jenny would be interested in feminism, as a result of her focus on discrimination and social justice. Working for a bank brings to mind a person interested in personal gain, and I wouldn't expect someone like Jenny to be this sort of person, so it stands to reason that she still has an interest in social justice also - feminism would be a good outlet for this interest. To expressly state that she is not active in the feminist movement is unlikely. Just because she is a bank teller, this does not necessarily indicate that she does not have an interest in social justice issues; a more likely circumstance for Jenny given her history.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 20:06:39,1881119072,2/4/2016 19:59:49,False,bitcoinget,0.2759,-2448639170415016578,USA,CA,San Francisco,"so the question is whether an outspoken, politically active woman would be more likely to join the feminist movement. Based on my impression, within the political active female demographics, feminists are still in the minority. women are more visibly involved in non-gender related issues.",jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 20:12:02,1881124388,2/4/2016 20:08:53,False,instagc,0.7241,2117041308188752762,USA,MA,Brookline,"Jenny can be a bank teller and also be involved in feminist related activities in her personal life. No reason she cannot do both. One can have a legitimate job and still have involvement in ""causes"" outside of the work place.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 20:23:10,1881133568,2/4/2016 20:19:56,False,clixsense,0.7333,3008822455502353929,GBR,G6,Hull,Considering Jenny's commitment to social issues and discrimination it's seems unlikely that she would not take an interest in significant social issues relating to her own particular gender.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 20:24:31,1881134590,2/4/2016 20:21:43,False,prodege,0.7333,51688712490601529,GBR,D4,Crediton,"The definition ""bank teller and .. not active in the feminist movement"" is a subset of ""bank teller"" and therefore it is more likely that Jenny is within the group ""Bank teller"" than within the smaller subset group.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 20:32:30,1881140417,2/4/2016 20:26:05,False,prodege,0.7377,-7220471949899481914,CAN,QC,Rimouski,Well if she is deeply concerned with discrimination she is most likely active in the feminist movement because the origin of both is the same that makes her tick: injustice. She also think her opinion should be accepted by most and she also believe that she can actualy change the nuclear situation of this world. that comes from the fact that she major in philosophy where most teatching are cloud shovelin to say the least and that is also why she most likely will keep working as a bank teller....,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 20:45:12,1881149408,2/4/2016 20:40:47,False,prodege,0.746,6990636918170094926,CAN,ON,Ottawa,"While trying not to be judgmental, there are some signs she could possibly be a feminist.  She is 32 and single, and concerned with social injustice. She is also outspoken and bright, and I am sure she is not scared to give her opinion on any injustice regarding female equality or discrimination.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 20:45:21,1881149498,2/4/2016 20:44:34,False,instagc,0.746,2833134021099044041,CAN,BC,Vancouver,I think it is more possible that she is involved in a feminist movement.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 21:07:14,1881170104,2/4/2016 21:03:14,False,instagc,0.75,-3945993525725640437,USA,PA,Philadelphia,"The first option is more likely because she only needs to fulfill one descriptor rather than two. If we assume that she has a 25% chance of being a bank teller and a 25% chance of not being active in the feminist movement, then the probability of the first option is 25%, while the probability of the second option is 6.25% (since 25% times 25% is 6.25%). Compound probabilities are less likely than a singular probability.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 21:21:13,1881199975,2/4/2016 21:16:11,False,clixsense,0.7538,-1759945681999099948,USA,WA,Kenmore,"being a philosophy student, she shows a a desire to learn about understanding human thoughts and processes.  why choices are made and the results of those choices in society.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 21:28:57,1881217143,2/4/2016 21:27:27,False,instagc,0.7463,5674126439679097546,USA,MO,Carthage,i chose this answer because it states that she is concerned with issues of discrimination and social justice,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 21:31:40,1881222562,2/4/2016 21:15:09,False,neodev,0.2537,8862162294109605421,CAN,BC,Port Coquitlam,"Many young people of college age  become deeply involved with ""causes"" ( as Jenny did ) They deeply believe in what they stand for and they are totally committed.  They are young, fancy free and passionate as they discover themselves and their foundation for the future.
As they age and become more involved with life issues they may still believe in the original cause but they find their time is taken up with more pressing concerns like making a living, dating and setting up a home.
So while the original causes are still ""there"" and they have helped to form the adult she is becoming it is likely she has lost the passion of her youth and has moved on.
For this reason I believe the ""causes of yesterday"" will have taken a back seat to the necessities of today. (Her job,her family and her future )
They remain part of her character but she will not be an active participant.",jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 21:47:26,1881247622,2/4/2016 21:47:06,False,instagc,0.7429,2707903686412839797,USA,IL,Carlyle,not all tellers are feminists,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 21:53:07,1881254023,2/4/2016 21:50:43,False,gifthunterclub,0.7465,569223946594518195,GBR,G7,Kingston Upon Thames,"Because she was interested in issues of discrimination and social justice as a student, it seems likely that she would be involved in the feminist movement which involves those concepts - it is more probable that she is just a bank teller rather than one who is also not involved in the feminist movement.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 21:54:18,1881255319,2/4/2016 21:53:02,False,prodege,0.2535,3634131877034254307,USA,CA,Riverside,She probably isn't involved but still has that mindset.,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/4/2016 21:57:09,1881258223,2/4/2016 21:56:01,False,neodev,0.7465,7290600646997414557,GBR,G6,Hull,"Given her background and her concern with inequality, she is more likely to be an active feminist than not.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:03:50,1881264571,2/4/2016 21:56:54,False,elite,0.75,-3194480986355014665,GBR,H9,London,"The key for me is that the narrative states that Jenny was ""deeply concerned with issues of discrimination..."", therefore out of the the first is more logically probable because the second says that she is not active in the feminist movement.  The narrative rather suggests that Jenny is likely not to have lost her moral beliefs and would and would in all likelihood still be active in activities linked to her core values - i.e. feminism.  From my perspective the fact that she uis a bank teller is irrelevant.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:26:39,1881342153,2/4/2016 22:24:53,False,inboxpounds,0.7568,986650522563402638,GBR,K7,Reading,"Jenny is probably a bank teller, I dont think the description you could rule her out being involved in feminist movements.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:28:30,1881344529,2/4/2016 22:27:26,False,instagc,0.7568,8658811184852075205,USA,PA,Kittanning,"I mean come on, is it our business to judge others? I think not, just trying to earn some cash and being honest is the key. Or so you would think.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:51:16,1881365976,2/4/2016 22:50:04,False,instagc,0.76,1996983816449002342,USA,NY,Olean,"It says she was deeply concerned with discrimination, so I would assume that she would be very involved in the feminist movement.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:55:38,1881370891,2/4/2016 22:51:53,False,neodev,0.7692,8027419773079458146,GBR,C6,Saint Austell,I would surmise that she is involved in a feminist movement because of her concerns with discrimination...i would say i am 70/30 on this one that option one is more likely than two.,jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:57:28,1881372512,2/4/2016 22:52:39,False,clixsense,0.7692,6373399743943559247,GBR,I9,Norwich,"With Jenny's background in discrimination & social justice, I would have thought that she would have been interested in equal rights, pay & opportunities for women.",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 22:58:10,1881373024,2/4/2016 22:57:24,False,coinworker,0.7692,3274401020426488563,USA,PA,State College,"Less variables are needed for it to be true, so it is more probable",jenny_is_a_bank_teller,,,z,s
874973377,2/4/2016 23:46:32,1881397370,2/4/2016 23:44:31,False,clixsense,0.7722,-3241307235337723454,CAN,NL,St. John's,She is most likely involved with the feminist movement since she is concerned about social justice and discrimination.,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 00:12:24,1881410543,2/5/2016 00:10:52,False,prodege,0.775,-8672661789354693406,USA,TX,Katy,It just seems logical that someone who is involved in the kind of causes that Jenny is would also be involved with the feminist movement.,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 00:17:36,1881412996,2/5/2016 00:15:04,False,prodege,0.7778,5122863816476429746,USA,OK,Woodward,"Because this choice only has one condition, it is automatically more probably than the two condition option.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 00:39:59,1881422192,2/5/2016 00:37:58,False,neodev,0.7831,226238123973070221,USA,CT,West Haven,she is a bank teller as well as deeply concerned with issues of discrimination and social justice.,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 00:40:32,1881422431,2/5/2016 00:35:44,False,neodev,0.7831,-6393761321157711570,USA,OH,Hudson,Since Jenny was very active while in college with activities involving discrimination and social justice I do believe that she still has similar values and concerns.  Both choices has her being a bank teller but one does not have her supporting feminist social concerns.  People's values do not change just because they age.  If she was interested and concerned before she will continue to be.,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 00:47:56,1881425648,2/5/2016 00:46:30,False,clixsense,0.2262,-1472716010791109800,CAN,SK,Regina,Just I think so.,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/5/2016 01:58:32,1881481102,2/5/2016 01:56:39,False,elite,0.7816,2041073449727938773,USA,NY,New York,she's single and philosophy,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 02:00:49,1881481913,2/5/2016 01:56:59,False,neodev,0.7816,2635869273139243058,USA,CA,Saratoga,"It is unusual to see a 32-year-old still remaining unmarried, is very likely to have a feminist stance and that this ocacione social problems in your life.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 02:01:10,1881482053,2/5/2016 01:54:54,False,clixsense,0.7816,4164737475649615959,USA,IL,Naperville,"She is outspoken, majored in philosophy and has a history of being concerned with discrimination and social issues  . It would be more likely that her points of view haven't altered much so I can see her being active in some way in the feminist movement.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 03:06:10,1881515784,2/5/2016 03:03:07,False,neodev,0.7841,1739930348073921478,USA,GA,Atlanta,"As she was outspoken and deeply concerned with issues of discrimination and social justice, it would also be likely that she would be active in the feminist movement.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 03:16:05,1881520644,2/5/2016 03:15:57,False,neodev,0.7865,8902144622938577032,USA,CA,Los Angeles,Ds7mH6xQ,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 03:44:42,1881531797,2/5/2016 03:41:25,False,eup_slw,0.7889,550223708936288404,USA,IL,Charleston,Since both 1 and 2 say Jenny is a bank teller the odds are the same. When you add to number 2 a second option the probability decreases. The description provided of Jenny is irrelevant and has nothing to do with the probability.,jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 04:53:27,1881554423,2/5/2016 04:48:14,False,zoombucks,0.7912,-8797201138324977260,CAN,BC,Kelowna,"I believe "" 1.Jenny is a bank teller."" is more probable because both descriptions list the same occupation, so that is equal, but saying she is not active in the feminist movement goes against the information given and would be too limiting anyway.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 05:19:07,1881564266,2/5/2016 05:17:21,False,prodege,0.7935,-3939531171159211631,USA,NY,New York,"Jenny seems to be very active and involved in political matters, so it would not make sense for her not to be an active part of the feminist movement, so the first description is better for her.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 05:47:09,1881577717,2/5/2016 05:45:46,False,instagc,0.7957,8115439964497730649,USA,KS,Emporia,"Since she is concerned with discrimination and social justice, the likelihood that she would also be a feminist is high.",jenny_is_a_bank_teller,,,z,s
874973377,2/5/2016 06:18:31,1881592517,2/5/2016 06:12:01,False,instagc,0.2128,-4104317781459984185,USA,IN,Anderson,It talks about her in issues of discrimination and social justice and anti nuclear discrimination but it has nothing to do with being feminist movement.  It seems to me that it would have mentioned something about feminist if that was the case. It sounds to be that just wants people to be equal and to have a good life,jenny_is_a_bank_teller_and_is_not_active_in_the_feminist_movement,,,z,s
874973377,2/5/2016 06:48:37,1881606709,2/5/2016 06:46:38,False,prodege,0.7895,-1479647977169064010,USA,CA,San Diego,Jenny was very involved in the feminist movement so Choice 1 is more probable.,jenny_is_a_bank_teller,,,z,s
