_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,x,y
877194083,2/9/2016 02:12:25,1885919830,2/9/2016 02:10:24,False,prodege,0.1875,USA,OK,Woodward,"Because being ""active"" in the feminist movement is difficult to quantify, it is more probable to say that she is a cashier in a bank.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 02:32:14,1885934402,2/9/2016 02:31:23,False,prodege,0.2,USA,NY,New York,She most likely is a feminist because of her involvement in similar issues.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 02:39:35,1885939105,2/9/2016 02:37:50,False,neodev,0.4706,USA,VA,Manassas,I believe she is still in the feminist movement because she feels very identified with her gender and want women to be defended their rights.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 02:41:12,1885940080,2/9/2016 02:35:33,False,neodev,0.4706,CAN,ON,Toronto,choice 3 is more probable,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 03:00:08,1885950235,2/9/2016 02:53:09,False,neodev,0.4906,USA,CA,San Jose,"We really can't say she IS active in feminist movement, but if we are talking of probabilities, this is the more probable case of the 3 options.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 03:01:08,1885950726,2/9/2016 03:00:48,False,neodev,0.4906,USA,NY,New York,,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 03:40:17,1885974202,2/9/2016 03:36:07,False,neodev,0.3333,USA,MS,Canton,"There are many jobs, but being a bank teller is a small chance of about five percent out of the many jobs that there are out there. However, since Jenny studied discrimination and social justice, she has about a 25 to 50 percent of not being in the feminist movement, and a 25 to 50 percent chance of being in the feminist movement.",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 05:03:50,1886035256,2/9/2016 05:02:46,False,instagc,0.2,USA,IL,Carlyle,past history saya she is probably,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 06:09:30,1886072795,2/9/2016 06:06:57,False,clixsense,0.2143,CAN,QC,Montréal,It's the more probable because the two other statements question her involvement as a feminist.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 06:47:38,1886102532,2/9/2016 06:44:20,False,prodege,0.2281,USA,TN,Knoxville,"Jenny sounds like the kind of person who would definitely be a feminist since she was interested in social justice issues when she was younger.  The other two answers were that either she wasn't active in the feminist movement, or it wasn't known if she was active in the feminist movement, and from what's known about her, Jenny would definitely be a feminist, the first answer was the only one that would make sense.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 08:04:51,1886149681,2/9/2016 08:00:54,False,neodev,0.3276,GBR,G6,Hull,she was active when she was a student,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 08:08:18,1886151306,2/9/2016 08:06:49,False,inboxpounds,0.4576,GBR,K7,Reading,"Jenny is a bank teller, but she would keep herself quiet if she was active in a feminist movement. also being a bank teller wouldn't be usual to be part of a feminist movement",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 09:32:30,1886209398,2/9/2016 09:30:06,False,prodege,0.4667,GBR,L9,Sheffield,"Based on her history, I think it probable that she is active in the feminist movement, but that is not one of the options on offer.  The third option seems the most probable, as it is neutral as to her political activity.  The second one is absolutely out;  there is no way that we can assume that she is not active in feminism.  The trouble with both 1 and 3 is that she is a highly intelligent woman, who has majored in philosophy - why on earth would she be working in a lowly job like  bank cashier?  None of them is very likely, but the third one is the least unlikely.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 09:37:30,1886213348,2/9/2016 09:34:56,False,gifthunterclub,0.3279,GBR,H3,Leeds,"Given her background and concerns for social justice, I would strongly believe that she would be involved with the feminist movement especially as she is articulate and outspoken.",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 10:52:22,1886269166,2/9/2016 10:48:04,False,elite,0.4677,GBR,V2,Glasgow,"this is due to no evidence that she is active in feminist movement but just show that she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations in her student life but not now.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 11:36:45,1886292004,2/9/2016 11:33:40,False,gifthulk,0.2097,USA,PA,Linesville,The only fact provided is that Jenny is a cashier at a bank.  To state anything else would be pure conjecture.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 11:49:11,1886302889,2/9/2016 11:40:08,False,prodege,0.4688,GBR,L9,Sheffield,"From the description whilst neither is known; that she is either a bank teller or an active feminist, from her description as an outspoken graduate with an interest in social justice and attending demonstrations it is likely she is also a feminist, but proof of either her job or her views on feminism remain unknown.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 12:43:32,1886333986,2/9/2016 12:36:49,False,neodev,0.3231,USA,PA,Reading,"There is no information provided in the description that Jenny is or would be a  bank cashier. There is some information that she is  into rights movements, but not specifically that she is active in the feminist movement. In conclusion the most probable is that she is not active in the feminist movement.",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 13:04:33,1886344813,2/9/2016 12:58:01,False,clixsense,0.3231,GBR,P7,Wigan,There is no mention of where Jenny works. and the fact that she was involved in issues of discrimination and social justice and also participated in anti-nuclear demonstrations as a student. She is now more mature and probably dosn't get involved with such matters any more,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 14:20:17,1886379865,2/9/2016 14:17:58,False,neodev,0.3433,CAN,ON,Etobicoke,This is the least specific. The cashier option may be ok but I feel like the position and place just limits possibilities while the majority of individuals are not part of a feminist movement.,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 14:29:43,1886384915,2/9/2016 14:28:03,False,elite,0.4478,GBR,B3,Bracknell,"Due to her political past, it is safe to assume that she could be a feminist while working for a bank.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 15:13:01,1886413724,2/9/2016 15:09:56,False,elite,0.4638,GBR,H9,London,"It seems reasonable that Jenny would be active in feminist movement since she is concerned with issues of discrimination and social justice, so no.2 is out. She has a degree, so it would be reasonable to assume she has a higher position in the bank (teller), thus no. 3.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 15:18:25,1886417896,2/9/2016 15:16:13,False,clixsense,0.4714,USA,NY,Fort Plain,We don't know if she is still active in the feminist movement,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 15:31:56,1886428871,2/9/2016 15:30:38,False,vivatic,0.4789,GBR,F2,Aldershot,"There is not enough information to assume that she is not active in the feminist movement , although it is a possibility, which is why it would not be correct to choose number 1 or 2.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 15:41:16,1886436014,2/9/2016 15:40:00,False,clixsense,0.2083,CAN,QC,Montréal,"Jenny can work as a cashier in a bank, but she cannot let go of her cause. So, basically, she cannot be not known for activism, she has to fight for her beliefs.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 16:41:19,1886482675,2/9/2016 16:40:28,False,clixsense,0.4795,GBR,H3,Leeds,They are all probable,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 17:10:03,1886681902,2/9/2016 17:03:59,False,cotter,0.4933,USA,FL,Cape Coral,"It is possible that she is active in a feminist movement. But being smart, She needs to keep it to herself so that the institution where she works won't know about it.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 17:10:33,1886689033,2/9/2016 17:06:52,False,prodege,0.4933,USA,MI,Utica,"One can't say for certain whether Jenny is active in the feminist movement, although it seems more likely than not that she would be, given her concerns about discrimination and social justice. Her participation in anti-nuclear demonstrations makes it seem that she would likely participate in other types of rallies, protests, etc. Because there is no certainty in her affiliation, it seems that making a comment in some way or another regarding this activity would make more sense than just stating that she is a bank teller.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 17:13:33,1886732657,2/9/2016 17:11:42,False,neodev,0.5,USA,CA,San Jose,because Jenny is a smart girl .,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 17:56:00,1887182742,2/9/2016 17:51:02,False,prizerebel,0.2078,USA,UT,Cedar City,"I think the chances of her not being a feminist are close to zero given the description. Also, given how outspoken she is about her activism, I would say it is more likely that she is a Cashier and a feminist.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 18:24:38,1887358996,2/9/2016 18:21:51,False,instagc,0.5125,GBR,D3,Chesterfield,she is older and said she did feminist movements when she was younger but would probably be not now as she wouldn't want to affect her job,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 19:21:44,1887546234,2/9/2016 19:19:20,False,clixsense,0.5125,GBR,E4,Basildon,Jenny participated in anti-nuclear demonstrations as student.She was deeply concerned with social issues.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 19:34:36,1887563206,2/9/2016 19:30:39,False,clixsense,0.5125,GBR,P6,East Grinstead,"Being ""deeply concerned with issues of discrimination and social justice"" would make it more likely that Jenny might be involved in feminist movement, and option 2 completely rules that out, whereas option 3 leaves it open.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 20:17:20,1887660606,2/9/2016 20:10:51,False,clixsense,0.5185,GBR,N7,Woking,"Although Jenny was interested in discrimination and social justice this does not necessarily mean that she would now have joined the feminist movement, she was not active in the feminist movement as a student only in anti-nuclear demonstrations which are quite different.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 20:59:30,1887789527,2/9/2016 20:56:18,False,clixsense,0.2048,GBR,H9,London,Point 3 says it is not knows if she is active in feminist movement so it is not sure if she is or not.  There is only one fact: Jenny is a cashier in a bank.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/9/2016 21:02:36,1887795675,2/9/2016 20:59:16,False,neodev,0.2892,CAN,BC,Kelowna,Her intelligence and philosphy major would indicate a probable career other than working in a bank.  Her concerns with discrimination and social justice were never limited to just the feminist movement. So her not being active in the feminist movement is the only logical choice.,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 21:56:47,1888008868,2/9/2016 21:54:11,False,coinworker,0.5176,USA,CA,Berkeley,"We have no indication what Jenny's job might be, but based on these options, her job is rather irrelevant. The description says nothing about her concerns with feminism. Yes, feminist issues are integral to issues of discrimination and social justice, but there are many identities -- race, socioeconomics, citizenship, etc. -- that Jenny could have chosen to be involved with. Just because she is a woman motivated by issues of social justice doesn't mean that she's automatically classified as a ""feminist.""",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 22:00:14,1888021129,2/9/2016 21:56:09,False,clixsense,0.5176,USA,NC,Matthews,Jenny has before been know to stand up for issues she finds important.    Jenny could stand up for more issues,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/9/2016 22:34:18,1888122214,2/9/2016 22:31:48,False,instagc,0.2874,USA,NY,Troy,"I think this is more probable because her education would allow her to do more than just be a bank teller or a cashier at a bank. Also, just because she majored in philosophy and is a female doesn't mean that she would necessarily be a feminist.",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/9/2016 22:40:04,1888140491,2/9/2016 22:36:07,False,neodev,0.2069,USA,OR,Boardman,I think the kind of person who would work in a bank,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 00:18:13,1888409670,2/10/2016 00:17:55,False,neodev,0.5056,USA,NY,New York,,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
