_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,orig__golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
833486686,11/29/2015 01:04:45,False,1815343100,,11/29/2015 00:49:04,False,tremorgames,1.0,6789900352763363366,CAN,ON,Pickering,"I find Rule 2 more plausible than Rule 1 because it is more specific, and capital cities tend to be more wealthy (and thus a higher quality of living) than the rest of a country.",Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,1,"['Zurich', 'Bern', 'Geneva']",high,1.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486686,11/30/2015 15:32:26,False,1817336779,,11/30/2015 15:31:11,False,prodege,1.0,5041852084170417574,CAN,ON,Kitchener,,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,1,"['Zurich', 'Bern', 'Geneva']",high,1.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486686,12/2/2015 19:22:01,False,1820472005,,12/2/2015 19:16:47,False,listia,1.0,-4171664150532976131,USA,DC,Washington,"While a given city may be more likely to fit the single condition of Rule 1, the two conditions in Rule 2 are not mutually exclusive and therefore equally plausible.",No preference,,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,1,"['Zurich', 'Bern', 'Geneva']",high,1.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486686,12/3/2015 16:19:50,False,1821526208,,12/3/2015 16:15:19,False,prodege,1.0,51688712490601529,GBR,M3,Dulverton,"There are fewer places that met both the criteria in rule 2 and Switzerland is a rich country, so I think the standard of living would be higher in the canton capitals",Rule 2 (weak preference),,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,1,"['Zurich', 'Bern', 'Geneva']",high,1.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486686,12/4/2015 02:50:57,False,1822037645,,12/4/2015 02:49:34,False,neodev,1.0,7537113614788458180,CAN,QC,Montréal,similar,No preference,,"Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,1,"['Zurich', 'Bern', 'Geneva']",high,1.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486687,11/21/2015 15:14:22,False,1809597903,,11/21/2015 15:11:49,False,elite,0.8333,-8337496987289336141,GBR,C8,Croydon,,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,24,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,arules,,,
833486687,11/21/2015 15:19:01,False,1809599142,,11/21/2015 14:54:10,False,clixsense,1.0,-8608807635120794393,GBR,,,"Switzerland is well known for having a good quality of life, places that have been around since the 1st millennium BC cover the whole gamut from poorest to highest, so are extremely unlikely to be highest on average.",Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,24,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,arules,,,
833486687,11/21/2015 23:07:26,False,1809781384,,11/21/2015 22:59:41,False,neodev,1.0,-2854234637293907835,CAN,BC,Surrey,many places made long ago do not have modern QoL,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,24,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,arules,,,
833486687,11/22/2015 16:10:02,False,1809983133,,11/22/2015 16:06:17,False,prodege,0.8333,-3056871777800068867,GBR,Z1,Swansea,too many old cities in 1.,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,24,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,arules,,,
833486687,11/23/2015 00:58:51,False,1810060297,,11/23/2015 00:55:51,False,elite,1.0,5085047802826983703,USA,PA,Pittsburgh,Either could be true,No preference,,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,24,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",1,1,0.0130434782609,arules,,,
833486688,11/24/2015 21:00:56,False,1811236298,,11/24/2015 20:48:34,False,prodege,1.0,-4966026735920940732,USA,NY,Delmar,"Switzerland is a very nice place, and not as overpopulated as some of the old touristy cities",Rule 2 (weak preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,4,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486688,11/25/2015 03:25:45,False,1811787711,,11/25/2015 03:22:33,False,prodege,1.0,-8251772860020055927,CAN,BC,Burnaby,Switzerland has one of the highest standards of living in the world.,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,4,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486688,11/25/2015 14:39:13,False,1812301384,,11/25/2015 14:35:35,False,prodege,1.0,-1563120943827179408,CAN,ON,Toronto,Rule 2 is more believable and specific.,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,4,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486688,11/26/2015 13:44:08,False,1813245515,,11/26/2015 13:38:25,False,prodege,0.8333,3512264911078893249,USA,CA,San Diego,Couldn't have been good to live amongst dinosaurs,Rule 2 (strong preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,4,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
833486688,11/26/2015 16:08:57,False,1813338891,,11/26/2015 16:06:09,False,inboxpounds,1.0,-8171693150563976186,GBR,B7,Bristol,The second rule is more specific,Rule 2 (weak preference),,"Following cities fall into all of the groups defined by the rule: <b>Vienna, Geneva, Milan</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following cities fall into all of the groups defined by the rule: <b>Zurich, Geneva, Bern</b><br/> All these countries have a risk of traffic accidents <b>high</b>",0.333333333333,0.333333333333,4,['Geneva'],high,0.0,if the city falls into all of the following group(s) (simultaneously) <ul><li>Populated Places Established In The 1st Millennium BC&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Vienna', 'Geneva', 'Milan']","['Vienna', 'Geneva', 'Milan']",2,1,0.0130434782609,if the city falls into all of the following group(s) (simultaneously) <ul><li>Cities In Switzerland&nbsp;<b>and</b> </li><li>Cantonal Capitals Of Switzerland&nbsp;</li></ul>then the quality of living is <b>highest</b>,1.0,"['Zurich', 'Geneva', 'Bern']","['Zurich', 'Geneva', 'Bern']",12,2,0.0130434782609,arules,,,
