_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,did_you_need_to_open_the_links_with_links_of_countries_in_each_of_the_groups_to_make_the_judgement,did_you_need_to_open_the_links_with_the_list_of_countries_in_each_of_the_groups_to_make_the_judgement,did_you_need_to_open_the_links_with_the_list_of_countries_in_each_of_the_groups_to_make_the_judgements,please_explain_the_intuition_behind_your_choices,please_explain_your_choices,select_onewhich_of_the_rules_do_you_find_as_more_plausible,similarity,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_intelligible,which_of_the_rules_do_you_find_as_more_plausible,which_of_the_rules_do_you_find_as_more_useful,word_1_wikipedia_url,word_2_wikipedia_url,orig__golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
815374266,10/26/2015 21:58:03,False,1782953298,,10/26/2015 21:52:44,False,neodev,1.0,3427576029744618045,USA,CA,Stanford,,,,,,,,If the country is not a member of the WTO it seems like traffic accident risk should be higher.,,Rule 1 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,2,"['Cameroon', 'Nigeria']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",2035.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",5497.0,4.0,0.013698630137,differentLengthRulesR2subsumingR1AttH,,,
815374266,12/28/2015 12:55:24,False,1842501504,,12/28/2015 12:51:27,False,clixsense,0.8333,-6648519708389246646,GBR,I7,Newcastle Upon Tyne,,,,,,,,world trade members are likely to be more developed so have better roads,,Rule 1 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,2,"['Cameroon', 'Nigeria']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",2035.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",5497.0,4.0,0.013698630137,differentLengthRulesR2subsumingR1AttH,,,
815374266,1/1/2016 21:36:46,False,1845955366,,1/1/2016 21:33:21,False,prodege,1.0,-7312039295953135194,USA,NY,Middletown,,,,,,,,There are more English speaking countries so rule 1 is more plausible,,Rule 1 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,2,"['Cameroon', 'Nigeria']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",2035.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",5497.0,4.0,0.013698630137,differentLengthRulesR2subsumingR1AttH,,,
815374266,1/2/2016 07:31:22,False,1846182341,,1/2/2016 07:23:46,False,tremorgames,0.8333,6554193792759570777,USA,NY,Brooklyn,,,,,,,,"I don't think WTO membership is likely to affect traffic accidents much, so they seem equally-plausible to me.",,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,2,"['Cameroon', 'Nigeria']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",2035.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",5497.0,4.0,0.013698630137,differentLengthRulesR2subsumingR1AttH,,,
815374266,1/3/2016 01:14:32,False,1846662029,,1/3/2016 01:11:24,False,prodege,0.8333,-1632693870629439353,USA,TN,Knoxville,,,,,,,,It's more specific,,Rule 2 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Cameroon, Nigeria</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,2,"['Cameroon', 'Nigeria']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",2035.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1960&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Cameroon', 'Nigeria']","['Cameroon', 'Nigeria']",5497.0,4.0,0.013698630137,differentLengthRulesR2subsumingR1AttH,,,
815374267,1/4/2016 23:38:48,False,1848085854,,1/4/2016 23:33:17,False,instagc,1.0,679331825976726222,USA,NH,Keene,,,,,,,,Rule 2 has more people in common.,,Rule 2 (weak preference),,,,,,,,,3,,low,,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,1.0,,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,2.0,,dfInvertedHeuristicsOther,,,
815374267,1/5/2016 21:52:53,False,1849301943,,1/5/2016 21:50:13,False,instagc,0.8333,2410525466214216053,USA,VA,Manassas,,,,,,,,it is much more plausible that a place would fit one rule then 2,,Rule 1 (strong preference),,,,,,,,,3,,low,,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,1.0,,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,2.0,,dfInvertedHeuristicsOther,,,
815374267,1/6/2016 04:33:36,False,1849650040,,1/6/2016 04:27:29,False,prodege,0.8333,-4756874749918404643,USA,CA,Arcadia,,,,,,,,"It seems more likely that member states of NATO would have low risk of traffic accidents, and secondly rule 2 has more countries listed, which means that there is actually more risk of traffic accidents instead of lower risk.",,Rule 1 (strong preference),,,,,,,,,3,,low,,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,1.0,,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,2.0,,dfInvertedHeuristicsOther,,,
815374267,1/6/2016 18:36:16,False,1850270811,,1/6/2016 18:34:28,False,instagc,1.0,2648402171783561059,USA,PA,Brookville,,,,,,,,More details listed.,,Rule 2 (strong preference),,,,,,,,,3,,low,,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,1.0,,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,2.0,,dfInvertedHeuristicsOther,,,
815374267,1/7/2016 22:53:40,False,1851783318,,1/7/2016 22:49:31,False,neodev,1.0,-274619017114772225,GBR,R3,Belfast,,,,,,,,category does not exist,,Rule 1 (weak preference),,,,,,,,,3,,low,,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,1.0,,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,,,,2.0,,dfInvertedHeuristicsOther,,,
815374268,10/26/2015 21:58:03,False,1782953301,,10/26/2015 21:52:44,False,neodev,1.0,3427576029744618045,USA,CA,Stanford,,,,,,,,"Rule 1 emphasises Great Britain, where there are relatively few traffic accidents.",,Rule 1 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,4,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",1880.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",2415.0,3.0,0.013698630137,sameLengthRulesDisjunctAttL,,,
