_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_country,_region,_city,what_is_the_rationale_for_your_choice,what_is_the_relevance_of_the_property_given_above_for_determining_whether_a_mushroom_is_edible_or_poisonous,friendly,id,orig,values,what_is_the_relevance_of_the_property_given_above_for_determining_whether_a_mushroom_is_edible_or_poisonous_gold
887401200,2/19/2016 18:06:52,1899409054,2/19/2016 17:31:52,False,tremorgames,1.0,USA,NC,Burlington,,5,gill colour,5,gill-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>gray</i>,<i>green</i>,<i>orange</i>,<i>pink</i>,<i>purple</i>,<i>red</i>,<i>white</i>,<i>yellow</i><i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>gray</i>,<i>green</i>,<i>orange</i>,<i>pink</i>,<i>purple</i>,<i>red</i>,<i>white</i>,<i>yellow</i>",
887401200,2/19/2016 19:41:00,1899622028,2/19/2016 19:35:24,False,neodev,1.0,USA,CA,Saratoga,It is easier to determine whether it is poisonous to know the color,2,gill colour,5,gill-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>gray</i>,<i>green</i>,<i>orange</i>,<i>pink</i>,<i>purple</i>,<i>red</i>,<i>white</i>,<i>yellow</i><i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>gray</i>,<i>green</i>,<i>orange</i>,<i>pink</i>,<i>purple</i>,<i>red</i>,<i>white</i>,<i>yellow</i>",
887401201,2/19/2016 17:38:41,1899348186,2/19/2016 17:36:53,False,instagc,1.0,CAN,BC,Vancouver,"A little broad, this range- yet plausible.",5,gill size,6,gill-size,"<i>broad</i>,<i>narrow</i>",
887401201,2/19/2016 17:39:55,1899350257,2/19/2016 17:37:05,False,clixsense,1.0,CAN,QC,Montréal,,7,gill size,6,gill-size,"<i>broad</i>,<i>narrow</i>",
887401201,2/19/2016 17:41:51,1899353911,2/19/2016 17:38:39,False,prodege,1.0,GBR,G1,Hounslow,Gills could expand or contract,5,gill size,6,gill-size,"<i>broad</i>,<i>narrow</i>",
887401201,2/19/2016 17:49:00,1899369516,2/19/2016 17:47:27,False,instagc,1.0,GBR,K1,Oldham,A slight change like this could be enough to determine if it's poisonous or not,8,gill size,6,gill-size,"<i>broad</i>,<i>narrow</i>",
887401201,2/19/2016 17:54:01,1899380285,2/19/2016 17:51:52,False,instagc,1.0,USA,IL,Carlyle,not enough information to judge,5,gill size,6,gill-size,"<i>broad</i>,<i>narrow</i>",
887401202,2/19/2016 17:28:56,1899334751,2/19/2016 17:28:03,False,zoombucks,1.0,CAN,ON,Markham,,10,stalk shape,7,stalk-shape,"<i>enlarging</i>,<i>tapering</i>",
887401202,2/19/2016 17:32:12,1899338406,2/19/2016 17:29:57,False,neodev,1.0,CAN,ON,Toronto,not so much relevant,3,stalk shape,7,stalk-shape,"<i>enlarging</i>,<i>tapering</i>",
887401202,2/19/2016 17:57:54,1899389836,2/19/2016 17:34:18,False,neodev,1.0,USA,PA,Reading,"Stalk shape can help in identifying a mushroom, but no one shape points to the edibility or toxicity of a mushroom, as stalk shape can vary even in the same type of mushroom.",1,stalk shape,7,stalk-shape,"<i>enlarging</i>,<i>tapering</i>",
887401202,2/19/2016 18:06:52,1899409053,2/19/2016 17:31:52,False,tremorgames,1.0,USA,NC,Burlington,,6,stalk shape,7,stalk-shape,"<i>enlarging</i>,<i>tapering</i>",
887401202,2/19/2016 19:41:00,1899622042,2/19/2016 19:35:24,False,neodev,1.0,USA,CA,Saratoga,"If it is too big, I would call more attention",2,stalk shape,7,stalk-shape,"<i>enlarging</i>,<i>tapering</i>",
887401203,2/19/2016 17:28:56,1899334746,2/19/2016 17:28:03,False,zoombucks,1.0,CAN,ON,Markham,,10,stalk root,8,stalk-root,"<i>bulbous</i>,<i>club</i>,<i>cup</i>,<i>equal</i>,<i>rhizomorphs</i>,<i>rooted</i>,<i>missing</i>",
887401203,2/19/2016 17:32:12,1899338409,2/19/2016 17:29:57,False,neodev,1.0,CAN,ON,Toronto,not so much relevant,4,stalk root,8,stalk-root,"<i>bulbous</i>,<i>club</i>,<i>cup</i>,<i>equal</i>,<i>rhizomorphs</i>,<i>rooted</i>,<i>missing</i>",
887401203,2/19/2016 17:57:54,1899389830,2/19/2016 17:34:18,False,neodev,1.0,USA,PA,Reading,"Stalk root can help in identifying a species of mushroom, but no one root type points to the edibility or toxicity of a mushroom.",1,stalk root,8,stalk-root,"<i>bulbous</i>,<i>club</i>,<i>cup</i>,<i>equal</i>,<i>rhizomorphs</i>,<i>rooted</i>,<i>missing</i>",
887401203,2/19/2016 18:06:52,1899409057,2/19/2016 17:31:52,False,tremorgames,1.0,USA,NC,Burlington,,3,stalk root,8,stalk-root,"<i>bulbous</i>,<i>club</i>,<i>cup</i>,<i>equal</i>,<i>rhizomorphs</i>,<i>rooted</i>,<i>missing</i>",
887401203,2/19/2016 19:41:00,1899622036,2/19/2016 19:35:24,False,neodev,1.0,USA,CA,Saratoga,I would not make me feel any such information,5,stalk root,8,stalk-root,"<i>bulbous</i>,<i>club</i>,<i>cup</i>,<i>equal</i>,<i>rhizomorphs</i>,<i>rooted</i>,<i>missing</i>",
887401204,2/19/2016 17:28:56,1899334757,2/19/2016 17:28:03,False,zoombucks,1.0,CAN,ON,Markham,,1,stalk surface,9,stalk-surface-above-ring,"<i>fibrous</i>,<i>scaly</i>,<i>silky</i>,<i>smooth</i>",
887401204,2/19/2016 17:32:12,1899338408,2/19/2016 17:29:57,False,neodev,1.0,CAN,ON,Toronto,stalk surface is a little relevant,6,stalk surface,9,stalk-surface-above-ring,"<i>fibrous</i>,<i>scaly</i>,<i>silky</i>,<i>smooth</i>",
887401204,2/19/2016 17:57:54,1899389842,2/19/2016 17:34:18,False,neodev,1.0,USA,PA,Reading,"Stalk surface can help in identifying a mushroom species, but no one surface type  points to the edibility or toxicity of a mushroom.",2,stalk surface,9,stalk-surface-above-ring,"<i>fibrous</i>,<i>scaly</i>,<i>silky</i>,<i>smooth</i>",
887401204,2/19/2016 18:06:52,1899409056,2/19/2016 17:31:52,False,tremorgames,1.0,USA,NC,Burlington,,6,stalk surface,9,stalk-surface-above-ring,"<i>fibrous</i>,<i>scaly</i>,<i>silky</i>,<i>smooth</i>",
887401204,2/19/2016 19:41:00,1899622031,2/19/2016 19:35:24,False,neodev,1.0,USA,CA,Saratoga,The grotezca apparently think that is poisonous,8,stalk surface,9,stalk-surface-above-ring,"<i>fibrous</i>,<i>scaly</i>,<i>silky</i>,<i>smooth</i>",
887401205,2/19/2016 17:38:41,1899348180,2/19/2016 17:36:53,False,instagc,1.0,CAN,BC,Vancouver,These are appropriate colors for funghi veils.,9,veil color,10,veil-color,"<i>brown</i>,<i>orange</i>,<i>white</i>,<i>yellow</i>",
887401205,2/19/2016 17:39:55,1899350252,2/19/2016 17:37:05,False,clixsense,1.0,CAN,QC,Montréal,,8,veil color,10,veil-color,"<i>brown</i>,<i>orange</i>,<i>white</i>,<i>yellow</i>",
887401205,2/19/2016 17:41:51,1899353901,2/19/2016 17:38:39,False,prodege,1.0,GBR,G1,Hounslow,More colour makes me think poison,8,veil color,10,veil-color,"<i>brown</i>,<i>orange</i>,<i>white</i>,<i>yellow</i>",
887401205,2/19/2016 17:49:00,1899369510,2/19/2016 17:47:27,False,instagc,1.0,GBR,K1,Oldham,They're very distinctive elements that should be easy to spot for poison levels,10,veil color,10,veil-color,"<i>brown</i>,<i>orange</i>,<i>white</i>,<i>yellow</i>",
887401205,2/19/2016 17:54:01,1899380286,2/19/2016 17:51:52,False,instagc,1.0,USA,IL,Carlyle,some colors indicate poison,8,veil color,10,veil-color,"<i>brown</i>,<i>orange</i>,<i>white</i>,<i>yellow</i>",
887401206,2/19/2016 17:38:41,1899348185,2/19/2016 17:36:53,False,instagc,1.0,CAN,BC,Vancouver,"Most mushrooms have no more than two rings, if any at all.",10,number of rings,11,ring-number,"<i>no rings</i>,<i>one ring</i>,<i>two ring</i>",
887401206,2/19/2016 17:39:55,1899350250,2/19/2016 17:37:05,False,clixsense,1.0,CAN,QC,Montréal,I don't find a relation between mushrooms and rings,1,number of rings,11,ring-number,"<i>no rings</i>,<i>one ring</i>,<i>two ring</i>",
887401206,2/19/2016 17:41:51,1899353900,2/19/2016 17:38:39,False,prodege,1.0,GBR,G1,Hounslow,Rings are decorative,5,number of rings,11,ring-number,"<i>no rings</i>,<i>one ring</i>,<i>two ring</i>",
887401206,2/19/2016 17:49:00,1899369503,2/19/2016 17:47:27,False,instagc,1.0,GBR,K1,Oldham,It could be an identifying factor for whether it's poisonous or not,7,number of rings,11,ring-number,"<i>no rings</i>,<i>one ring</i>,<i>two ring</i>",
887401206,2/19/2016 17:54:01,1899380288,2/19/2016 17:51:52,False,instagc,1.0,USA,IL,Carlyle,not enough information to judge,5,number of rings,11,ring-number,"<i>no rings</i>,<i>one ring</i>,<i>two ring</i>",
887401207,2/19/2016 17:16:48,1899321140,2/19/2016 17:14:24,False,elite,1.0,USA,NY,Rochester,,10,spore print color,12,spore-print-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>green</i>,<i>orange</i>,<i>purple</i>,<i>white</i>,<i>yellow</i>",
887401207,2/19/2016 17:53:47,1899379866,2/19/2016 17:21:56,False,neodev,1.0,GBR,M3,Bridgwater,Can't determine a mushroom is edible or poisonous.,2,spore print color,12,spore-print-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>green</i>,<i>orange</i>,<i>purple</i>,<i>white</i>,<i>yellow</i>",
887401207,2/19/2016 18:37:38,1899504301,2/19/2016 18:22:11,False,prodege,1.0,CAN,AB,Sherwood Park,"Definitely there are some mushrooms which can be identified by color and some are poisonous, so if one knew this, they would know which are the poisonous ones.",8,spore print color,12,spore-print-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>green</i>,<i>orange</i>,<i>purple</i>,<i>white</i>,<i>yellow</i>",
887401207,2/19/2016 18:49:28,1899550219,2/19/2016 18:22:38,False,neodev,1.0,USA,CA,Saratoga,"I have understood that, knowing the color is easier to know if the mushroom is poisonous",2,spore print color,12,spore-print-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>green</i>,<i>orange</i>,<i>purple</i>,<i>white</i>,<i>yellow</i>",
887401207,2/19/2016 19:42:42,1899624401,2/19/2016 19:39:48,False,clixsense,1.0,GBR,I3,Rochester,,10,spore print color,12,spore-print-color,"<i>black</i>,<i>brown</i>,<i>buff</i>,<i>chocolate</i>,<i>green</i>,<i>orange</i>,<i>purple</i>,<i>white</i>,<i>yellow</i>",
887401208,2/19/2016 17:16:48,1899321138,2/19/2016 17:14:24,False,elite,1.0,USA,NY,Rochester,,3,population,13,population,"<i>abundant</i>,<i>clustered</i>,<i>numerous</i>,<i>scattered</i>,<i>several</i>,<i>solitary</i>",
887401208,2/19/2016 17:53:47,1899379865,2/19/2016 17:21:56,False,neodev,1.0,GBR,M3,Bridgwater,Can't determine a mushroom is edible or poisonous.,1,population,13,population,"<i>abundant</i>,<i>clustered</i>,<i>numerous</i>,<i>scattered</i>,<i>several</i>,<i>solitary</i>",
887401208,2/19/2016 18:37:38,1899504294,2/19/2016 18:22:11,False,prodege,1.0,CAN,AB,Sherwood Park,"If there are a lot of mushrooms that would mean no animals  have eaten them or humans have picked  them, therefore it could mean they are poisonous.",7,population,13,population,"<i>abundant</i>,<i>clustered</i>,<i>numerous</i>,<i>scattered</i>,<i>several</i>,<i>solitary</i>",
887401208,2/19/2016 18:49:28,1899550220,2/19/2016 18:22:38,False,neodev,1.0,USA,CA,Saratoga,"At least one, would poison",7,population,13,population,"<i>abundant</i>,<i>clustered</i>,<i>numerous</i>,<i>scattered</i>,<i>several</i>,<i>solitary</i>",
887401208,2/19/2016 19:42:42,1899624398,2/19/2016 19:39:48,False,clixsense,1.0,GBR,I3,Rochester,,10,population,13,population,"<i>abundant</i>,<i>clustered</i>,<i>numerous</i>,<i>scattered</i>,<i>several</i>,<i>solitary</i>",
887401209,2/19/2016 17:28:56,1899334747,2/19/2016 17:28:03,False,zoombucks,1.0,CAN,ON,Markham,,9,habitat,14,habitat,"<i>grasses</i>,<i>leaves</i>,<i>meadows</i>,<i>paths</i>,<i>urban</i>,<i>waste</i>,<i>woods</i>",
887401209,2/19/2016 17:32:12,1899338410,2/19/2016 17:29:57,False,neodev,1.0,CAN,ON,Toronto,habitat could be somewhat relavent to poisonous or not,4,habitat,14,habitat,"<i>grasses</i>,<i>leaves</i>,<i>meadows</i>,<i>paths</i>,<i>urban</i>,<i>waste</i>,<i>woods</i>",
887401209,2/19/2016 17:57:54,1899389834,2/19/2016 17:34:18,False,neodev,1.0,USA,PA,Reading,"Habitat is not a good indicator of edibility or if a mushroom is poisonous, but is good for determining species.",2,habitat,14,habitat,"<i>grasses</i>,<i>leaves</i>,<i>meadows</i>,<i>paths</i>,<i>urban</i>,<i>waste</i>,<i>woods</i>",
887401209,2/19/2016 18:06:52,1899409055,2/19/2016 17:31:52,False,tremorgames,1.0,USA,NC,Burlington,,6,habitat,14,habitat,"<i>grasses</i>,<i>leaves</i>,<i>meadows</i>,<i>paths</i>,<i>urban</i>,<i>waste</i>,<i>woods</i>",
887401209,2/19/2016 19:41:00,1899622035,2/19/2016 19:35:24,False,neodev,1.0,USA,CA,Saratoga,The habitat has much to do !!,9,habitat,14,habitat,"<i>grasses</i>,<i>leaves</i>,<i>meadows</i>,<i>paths</i>,<i>urban</i>,<i>waste</i>,<i>woods</i>",
