_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,what_is_the_rationale_for_your_choice,what_is_the_relevance_of_the_property_given_above_for_determining_the_risk_of_traffic_accidents_in_a_given_country,friendly,friendlyshow,id,machine_readable_values,nil,uri,values,what_is_the_relevance_of_the_property_given_above_for_determining_the_risk_of_traffic_accidents_in_a_given_country_gold
888688040,2/22/2016 10:19:16,1901500025,2/22/2016 10:14:54,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,A religion that a country follows does not determine the number of traffic accidents,1,Type of theocracy,,3,Islamic states,,,Islamic state,
888688040,2/22/2016 10:21:10,1901500582,2/22/2016 10:16:21,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,2,Type of theocracy,,3,Islamic states,,,Islamic state,
888688040,2/22/2016 11:21:40,1901520900,2/22/2016 11:18:24,False,neodev,1.0,4007929488489228996,GBR,C9,Workington,The typr of theocracy may be relevant...e.g. the legalities and penalties in the country involved.,6,Type of theocracy,,3,Islamic states,,,Islamic state,
888688040,2/22/2016 11:45:17,1901532490,2/22/2016 11:20:39,False,clixsense,1.0,4691751909157761142,CAN,ON,Bowmanville,"I don't know, but I would guess that the Islamic State, if that is ISIS or ISIL wouldn't lend a great deal of importance to road safety and conditions, as they are poor when compared to developed and stable countries, and their priorities lie with military goals, and not the goals of running a society and providing for their people.  As an example if the Islamic State has a choice between feeding their fighters and fixing pot holes, they'll most likely choose to feed their fighters.",10,Type of theocracy,,3,Islamic states,,,Islamic state,
888688040,2/22/2016 12:24:28,1901549078,2/22/2016 12:18:14,False,elite,1.0,-320687174036273626,GBR,H9,London,it doesn't seem type of theocracy would have any connection to risk of traffic accidents,1,Type of theocracy,,3,Islamic states,,,Islamic state,
888688041,2/22/2016 10:19:16,1901500020,2/22/2016 10:14:54,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,"Proximity to the sea, landlocked countries, etc would have no correlation with their traffic accidents",1,Proximity to sea,,4,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",,,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",
888688041,2/22/2016 10:21:10,1901500586,2/22/2016 10:16:21,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,1,Proximity to sea,,4,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",,,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",
888688041,2/22/2016 11:21:40,1901520896,2/22/2016 11:18:24,False,neodev,1.0,4007929488489228996,GBR,C9,Workington,"The proximity to the see may be relevant in some cases, but not others i.e. those countries that are landlocked.",4,Proximity to sea,,4,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",,,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",
888688041,2/22/2016 11:45:17,1901532492,2/22/2016 11:20:39,False,clixsense,1.0,4691751909157761142,CAN,ON,Bowmanville,"Other than storms and salt water doing damage, I can't think of what the differences would be.",3,Proximity to sea,,4,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",,,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",
888688041,2/22/2016 12:24:28,1901549076,2/22/2016 12:18:14,False,elite,1.0,-320687174036273626,GBR,H9,London,it doesn't seem proximity to sea would have much connection to risk of traffic accidents,2,Proximity to sea,,4,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",,,"Islands of the Indian Ocean, Landlocked countries, Island countries, countries Bordering the Atlantic Ocean",
888688042,2/22/2016 10:21:21,1901500641,2/22/2016 10:19:17,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,the level of development in a country may determine the risk of traffic accidents,6,Level of development,,5,"Least Developed countries, Developed countries",,,Least Developed countries,
888688042,2/22/2016 10:23:54,1901501618,2/22/2016 10:21:12,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,8,Level of development,,5,"Least Developed countries, Developed countries",,,Least Developed countries,
888688042,2/22/2016 10:31:34,1901504214,2/22/2016 10:27:21,False,neodev,1.0,-8733982938644719358,CAN,ON,Toronto,"least developed, less civilized, more traffic accidents",8,Level of development,,5,"Least Developed countries, Developed countries",,,Least Developed countries,
888688042,2/22/2016 10:32:45,1901504470,2/22/2016 10:26:41,False,elite,1.0,-253534005572811879,USA,NY,Rochester,,9,Level of development,,5,"Least Developed countries, Developed countries",,,Least Developed countries,
888688042,2/22/2016 10:35:52,1901505376,2/22/2016 10:19:36,False,clixsense,1.0,4341775170096518973,CAN,QC,Montréal,"Least developed countries rarely have well-maintained infrastructures which might increase the risk. Also, the rules regarding speed limit and general road security might not as strict.",9,Level of development,,5,"Least Developed countries, Developed countries",,,Least Developed countries,
888688043,2/22/2016 10:21:21,1901500642,2/22/2016 10:19:17,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,the language of a country does not determine the risk of traffic  accidents,1,Language,,6,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",,,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",
888688043,2/22/2016 10:23:54,1901501621,2/22/2016 10:21:12,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,5,Language,,6,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",,,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",
888688043,2/22/2016 10:31:34,1901504209,2/22/2016 10:27:21,False,neodev,1.0,-8733982938644719358,CAN,ON,Toronto,language is quite irrelevant to traffic accidents,3,Language,,6,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",,,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",
888688043,2/22/2016 10:32:45,1901504468,2/22/2016 10:26:41,False,elite,1.0,-253534005572811879,USA,NY,Rochester,,3,Language,,6,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",,,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",
888688043,2/22/2016 10:35:52,1901505375,2/22/2016 10:19:36,False,clixsense,1.0,4341775170096518973,CAN,QC,Montréal,The language spoken by a population has no impact on road accidents.,1,Language,,6,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",,,"Malayspeaking countries and territories, Englishspeaking countries and territories, Arabicspeaking countries and territories, Ukrainianspeaking countries and territories, Swahilispeaking countries and territories, Bantu countries and territories",
888688044,2/22/2016 10:19:16,1901500022,2/22/2016 10:14:54,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,"Just because a country is a member of an international organization, does not mean that traffic accidents will increase/decrease",1,International organizations the country is a member of,,7,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",,,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",
888688044,2/22/2016 10:21:10,1901500591,2/22/2016 10:16:21,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,7,International organizations the country is a member of,,7,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",,,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",
888688044,2/22/2016 11:21:40,1901520905,2/22/2016 11:18:24,False,neodev,1.0,4007929488489228996,GBR,C9,Workington,If the property is a member of an international organization then perhaps the roads are safer and there will be less accidents.,7,International organizations the country is a member of,,7,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",,,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",
888688044,2/22/2016 11:45:17,1901532488,2/22/2016 11:20:39,False,clixsense,1.0,4691751909157761142,CAN,ON,Bowmanville,"Most or all countries would fit in this example of values.  Therefore there would be a wide variance in the levels of maintenance, quality of and the planning of traffic flows from country to country, region to region.  Regulations would vary greatly from country to country and  even continents.   Developing and African Nations countries as examples where not enough or not the same as more established and richer countries.  Different income levels, different government systems, different geology would all make the differences very relevant to all of these jurisdictions, of political, military, and economic groups.",9,International organizations the country is a member of,,7,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",,,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",
888688044,2/22/2016 12:24:28,1901549075,2/22/2016 12:18:14,False,elite,1.0,-320687174036273626,GBR,H9,London,"It could have some connection, for example if a membership in an organization includes stricter traffic regulation.",5,International organizations the country is a member of,,7,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",,,"Member states of the Council of Europe, Member states of the Community of Portuguese Language countries, Developing 8 countries Member states, European Union Member Economies, Member states of NATO, World Trade Organization Member Economies, Member states of the United Nations, Member states of La Francophonie, Member states of the South Asian Association for Regional Cooperation, Member states of the African Union, Member states of Mercosur, Member states of the Arab League, Member states of OPEC, Member states of the Association of Southeast Asian Nations, Member states of the Commonwealth of Nations, Member states of the Union for the Mediterranean, Member states of the European Union, Member states of the Organisation of Islamic Cooperation, African Union Member Economies, Member states of the Cooperation Council for the Arab states of the Gulf",
888688045,2/22/2016 10:21:21,1901500633,2/22/2016 10:19:17,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,The geographic location will not determine the risk of traffic accidents,1,Refined geographical location,,8,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",,,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",
888688045,2/22/2016 10:23:54,1901501619,2/22/2016 10:21:12,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,5,Refined geographical location,,8,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",,,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",
888688045,2/22/2016 10:31:34,1901504218,2/22/2016 10:27:21,False,neodev,1.0,-8733982938644719358,CAN,ON,Toronto,"Ukrainians like drinking, more drunk drive, likely more traffic accidents",8,Refined geographical location,,8,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",,,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",
888688045,2/22/2016 10:32:45,1901504469,2/22/2016 10:26:41,False,elite,1.0,-253534005572811879,USA,NY,Rochester,,6,Refined geographical location,,8,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",,,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",
888688045,2/22/2016 10:35:52,1901505374,2/22/2016 10:19:36,False,clixsense,1.0,4341775170096518973,CAN,QC,Montréal,This has no impact on road accidents.,1,Refined geographical location,,8,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",,,"NUTS2 statistical Regions of the European Union, Areas of Traditional Spread of Ukrainians and Ukrainian Language, Baltic states",
888688046,2/22/2016 10:19:16,1901500023,2/22/2016 10:14:54,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,THe type of government in a  country does not determine the number of traffic accidents,1,Form of government,,9,"Socialist states, Federal countries",,,"Socialist states, Federal countries",
888688046,2/22/2016 10:21:10,1901500584,2/22/2016 10:16:21,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,3,Form of government,,9,"Socialist states, Federal countries",,,"Socialist states, Federal countries",
888688046,2/22/2016 11:21:40,1901520897,2/22/2016 11:18:24,False,neodev,1.0,4007929488489228996,GBR,C9,Workington,The form of government may or may not be relevant.,5,Form of government,,9,"Socialist states, Federal countries",,,"Socialist states, Federal countries",
888688046,2/22/2016 11:45:17,1901532486,2/22/2016 11:20:39,False,clixsense,1.0,4691751909157761142,CAN,ON,Bowmanville,These countries or states would be richer and put a higher priority on the quality and maintenance of its infrastructure.  So things like well maintained roads and working streetlights and working traffic control lights should lead to few traffic accidents.  Also there would be more regulations on the type and safety of the vehicles on their roads.,8,Form of government,,9,"Socialist states, Federal countries",,,"Socialist states, Federal countries",
888688046,2/22/2016 12:24:28,1901549080,2/22/2016 12:18:14,False,elite,1.0,-320687174036273626,GBR,H9,London,it doesn't seem a form of government would have any connection to risk of traffic accidents,1,Form of government,,9,"Socialist states, Federal countries",,,"Socialist states, Federal countries",
888688047,2/22/2016 10:21:21,1901500634,2/22/2016 10:19:17,False,prodege,1.0,2166965449961366650,CAN,ON,Kitchener,the date a country was established does not determine the risk of traffic accidents,1,When the country was established,,10,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",,,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",
888688047,2/22/2016 10:23:54,1901501622,2/22/2016 10:21:12,False,elite,1.0,9196925273462636857,USA,NY,Rochester,,5,When the country was established,,10,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",,,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",
888688047,2/22/2016 10:31:34,1901504207,2/22/2016 10:27:21,False,neodev,1.0,-8733982938644719358,CAN,ON,Toronto,irrelevant to traffic accidents,2,When the country was established,,10,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",,,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",
888688047,2/22/2016 10:32:45,1901504467,2/22/2016 10:26:41,False,elite,1.0,-253534005572811879,USA,NY,Rochester,,4,When the country was established,,10,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",,,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",
888688047,2/22/2016 10:35:52,1901505372,2/22/2016 10:19:36,False,clixsense,1.0,4341775170096518973,CAN,QC,Montréal,The moment a country was established can't be the cause of traffic accident. (Irrelevant),1,When the country was established,,10,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",,,"States and territories established In 1830, States and territories established In 1918, States and territories established In 1932, States and territories established In 1947,States and territories established In 1956, States and territories established In 1960, States and territories established In 1962, States and territories established In 1963, States and territories established In 1966, States and territories established In 1971, States and territories established In 1975, States and territories established In 1981, States and territories established In 1991",
